label,type,author,keep_yn,title,journal,year,volume,pages,month,abstract,doi,issn,eissn,unique.id,number,article.number,orcid.numbers,researcherid.numbers,note,organization,editor,booktitle,series,isbn,book.author,book.group.author,xlink.href,xmlns.xlink,registered
X.ISI.000317923300018,article,"Garcia-Valdes, Raul and Zavala, Miguel A. and Araujo, Miguel B. and Purves, Drew W.",n,Chasing a moving target: projecting climate change-induced shifts in non-equilibrial tree species distributions,JOURNAL OF ECOLOGY,2013,101,441-453,MAR,"1. The geographic distributions of plant species show marked correlations with the current climate, suggesting that they are likely to shift if climate changes. However, before projecting any such shifts, it is important to establish whether distributions are at equilibrium with the current climate. If they are not, distributional shifts could occur even without climate change, making it difficult to tease apart climate-induced shifts from shifts occurring naturally without climate change. 2. We forecast the geographical distributions of the 10 most common trees occurring in the Iberian Peninsula using a new method that relaxes the species-climate equilibrium assumption implicit in most species distributions models. For each species, we developed a spatially explicit patch occupancy model (SPOM) with climate-dependent extinction rates and with colonization rates that depend on both climate and local seed dispersal. Bayesian methods were used to estimate the colonization, extinction and seed dispersal functions against observed colonization and extinction events recorded in repeat surveys of 46 596 forest plots in the Spanish Forest Inventories (1986-96 and 1997-2007). We then simulated distributional changes between the years 2000-2100. 3. Without climate change, 9 of the 10 species substantially increased in regional frequency. These increases occurred primarily within current ranges, although some species also expanded across their range edges. With climate change, one temperate conifer species and two sub-Mediterranean species would reduce their frequency of occurrence across the studied region, whereas temperate broad-leaved species were unaffected and Mediterranean species were either unaffected or increased their frequency of occurrence. 4. Synthesis. The analysis suggests that these species are substantially out of equilibrium, such that abundances and ranges would increase without climate change. Climate change may increase, decrease, stabilize or shift distributions, in a way that can only be understood by comparing predictions against baseline scenarios that account for these non-equilibrium range dynamics.",10.1111/1365-2745.12049,0022-0477,1365-2745,ISI:000317923300018,2,NA,"Zavala, Miguel/0000-0003-1456-0132 Araujo, Miguel/0000-0002-5107-7265 Garcia-Valdes, Raul/0000-0001-6399-4709","publist, CMEC/C-3010-2012 publicationpage, cmec/B-4405-2017 Zavala, Miguel/H-3603-2015 Araujo, Miguel/B-6117-2008 Garcia-Valdes, Raul/W-4226-2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000290030702137,inproceedings,"Fukuda, K. and Takaoka, T.",n,Investigation of the Maximum Association for Suicide Rate and Social Factors Using Computer Algorithm,NA,2007,NA,2882-2888,NA,"Suicide is a worldwide concern; reducing the suicide rate is a primary role of public, government and communities. A computer algorithm, the K-Maximum Subarray (K-MSA), is applied for the first time to investigate the maximum relationship between the total New Zealand population of suicide deaths (1983-2002) by age group, with four selected social factors; number of bankruptcies, unemployed people, divorces, and orphans and unsupported child beneficiaries, respectively. The range of ages from 5 to 80 years is divided into five-year groups, plus a ``more than 85 years old{''} group. Social factors are classified into four classes (low, med, high and very high) based on their quartile ranges. The advantage of using the K-MSA algorithm is that it detects threshold values (which age groups associate most with social factors) by maximising the sum of the elements of selected subarrays of a two-dimensional array; this region is called a maximum subarray. The K-MSA has two parameters, K and w. The K-MSA detects K maximum subarrays. The weight parameter, w, is generally fixed as the average of the values in the full array, but a new approach is introduced to allow extracting smaller subsets within the large maximum subarray by changing w values (using percentiles from 50, 75, 85 and 95). This results in providing the detailed association of the specific suicide age groups and social factors. The K-MSA with lower w values (e. g., w=50 and 75 percentile) successfully identifies the general trends. From the largest maximum subarray (at k=1), a similar threshold pattern of social factors between bankruptcies and unemployment rate, and divorces and orphans and unsupported child beneficiary numbers was found respectively for females and males. This may suggest that these two similar factors may impact the suicide rate in a similar manner, but different sexes respond differently. For the age, the maximum subarray applied to all four factors, shows two female age groups; 15-54 and 55-59 years old (plus a third, with unemployment rate: 60-64 years old), and one male age group, 15-59 years old, suggesting that the suicide rate is slightly extended out for females than males with the studied social factors. Further changing the weight parameter (w=85 and 95) successfully detected detailed association of the suicide age and social factor level. Overall, very high numbers of divorces are found to be associated most with the high suicide rate among other factors. For female, the extreme divorce rate associates with the wider female age group, 1544, especially for younger females, 15-24 years old. Also, this later age group and the late 30s associates with high orphan and unsupervised beneficiary numbers, late 30s to early 40s and teenager with extremely high bankruptcies, and the early 40s and late 20s with high unemployed rate. For male, very high divorce number associates firstly with 30s and then 20s, med to high orphan number and med to very high unemployed rate with 20s to perhaps up to 34 years old, and the late 30s to early 40s, and 20s associate with extremely high and med to high bankruptcies rate, respectively. An experimental investigation using the K-MSA and a new approach, changing the weight parameter successfully provide detailed associations for the specific suicide age groups and social factor levels. Results do not identify the direct causal factors for the individual suicidal behaviour, but represent the national trends. The K-MSA method can be further evaluated with different factors as a data mining tool to help minimising the future suicide rate by setting up a specific policy for the specific age groups for different sexes, and perhaps the socioeconomic status as background information.",NA,NA,NA,ISI:000290030702137,NA,NA,NA,NA,"International Congress on Modelling and Simulation (MODSIM07), Christchurch, NEW ZEALAND, DEC 10-13, 2007",Lincoln Univ; HEMA Consulting Pty Ltd; Modelling and Simulat Soc Australia \& New Zealand (MSSANZ); Univ Canterbury; SGI; Lincoln Ventures Ltd; Hoare Res Software Ltd; IMACS; IEMSS; Environm Modelling \& Software; IBM,"Oxley, L and Kulasiri, D","MODSIM 2007: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION: LAND, WATER AND ENVIRONMENTAL MANAGEMENT: INTEGRATED SYSTEMS FOR SUSTAINABILITY",NA,978-0-9758400-4-7,NA,NA,NA,NA,NA
X.ISI.000367898200002,article,"Feyjoo, Paloma and Cabanellas-Reboredo, Miguel and Calvo-Manazza, Matias and Morales-Nin, Beatriz and Hernandez-Urcera, Jorge and Garci, Manuel E. and Gonzalez, Angel F. and Guerra, Angel",n,New insights on the external features of egg capsules and embryo development in the squid Loligo vulgaris,JOURNAL OF NATURAL HISTORY,2016,50,543-555,11-Mar,"The embryonic development of the squid Loligo vulgaris was observed from 183 egg masses collected from special devices deployed throughout Cabrera National Park (Baleares Islands, western Mediterranean Sea). Sequence alignment analysis of the cytochrome oxidase I gene revealed that all embryos belonged to L.vulgaris. In total, 549 egg capsules were examined. Viable egg capsules (n=420) were classified into one of five maturation stages according to the primary external features. The length of the viable egg capsules varied between 40 and 170mm, and increased with embryonic development. The non-viable capsules (n=129) were categorized into four groups: I (Ginger root), non-viable II and III, and empty egg capsule (IV). The percentage of non-viable capsules (i.e. grades I, II and III) was 92.25\%. Empty capsules accounted for 7.75\% of the total non-viable egg capsules. Embryonic development was classified into a second scale of eight stages. Egg capsule stage and embryonic stage were significantly related (n=420; p<0.001), facilitating the determination of the embryo developmental phase based on the outward appearance of the egg capsules. The embryo development stage based on the external features of the egg capsules might constitute an innovative tool for in situ embryological data collection. This new method is neither time consuming nor invasive, and could be helpful in fishing cruises, for scuba diving visual census in natural habitats and for laboratory culture. Slight variability in the developmental embryonic stages within egg capsules from the same egg mass was identified. The origin of this asynchrony is discussed. Chronological appearance of organs was similar to that of the six loliginid species previously examined. However, some developmental changes in the timing or rate of events (heterochronies) were observed: Hoyle's organ was formed earlier in L.vulgaris and the appearance of ventral chromatophores was slightly delayed (2days) compared with the other species considered.",10.1080/00222933.2015.1062932,0022-2933,1464-5262,ISI:000367898200002,10-Sep,NA,"Cabanellas-Reboredo, Miguel/0000-0002-0906-1243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000403635000005,article,"Fassoni, Artur C. and Yang, Hyun M.",n,An ecological resilience perspective on cancer: Insights from a toy model,ECOLOGICAL COMPLEXITY,2017,30,34-46,JUN,"In this paper we propose an ecological resilience point of view on cancer. This view is based on the analysis of a simple ODE model for the interactions between cancer and normal cells. The model presents two regimes for tumor growth. In the first, cancer arises due to three reasons: a partial corruption of the functions that avoid the growth of mutated cells, an aggressive phenotype of tumor cells and exposure to external carcinogenic factors. In this case, treatments may be effective if they drive the system to the basin of attraction of the cancer cure state. In the second regime, cancer arises because the repair system is intrinsically corrupted. In this case, the complete cure is not possible since the cancer cure state is no more stable, but tumor recurrence may be delayed if treatment is prolongued. We review three indicators of the resilience of a stable equilibrium, related with size and shape of its basin of attraction: latitude, precariousness and resistance. A novel method to calculate these indicators is proposed. This method is simpler and more efficient than those currently used, and may be easily applied to other population dynamics models. We apply this method to the model and investigate how these indicators behave with parameters changes. Finally, we present some simulations to illustrate how the resilience analysis can be applied to validated models in order to obtain indicators for personalized cancer treatments. (C) 2016 Elsevier B.V. All rights reserved.",10.1016/j.ecocom.2016.10.003,1476-945X,1476-9840,ISI:000403635000005,SI,NA,"Fassoni, Artur/0000-0002-3634-0061 Yang, Hyun/0000-0002-1711-363X","Fassoni, Artur/V-5740-2017 Yang, Hyun/K-6873-2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000347934800005,article,"Diaz-Ferguson, Edgardo and Herod, Jeffrey and Galvez, John and Moyer, Gregory",n,Development of molecular markers for eDNA detection of the invasive African jewelfish (Hemichromis letourneuxi): a new tool for monitoring aquatic invasive species in National Wildlife Refuges,MANAGEMENT OF BIOLOGICAL INVASIONS,2014,5,121-131,NA,"The genetic material (DNA fragments of cellular or extracellular origin) that organisms leave behind in nonliving components of the environment such as water, soil, or sediments is defined as environmental DNA (eDNA). Recently, the use of eDNA has been recognized as an effective method for aquatic invasive species early detection and surveillance. We developed molecular markers for eDNA detection of the African jewelfish (Hemichromis letourneuxi) in and around Loxahatchee National Wildlife Refuge, Florida. The lower limit of detection using these markers was determined as well as the effect of fish density and time on detection using controlled experiments. Specificity and sensitivity of these markers was tested in aquarium trials and also in field samples. Results showed that developed markers (probe and primers) for Taqman assays were sensitive and specific for eDNA detection via traditional and quantitative PCR methods (qPCR). The observed theoretical minimal qPCR detection level, based on standard curve analysis for this species, was approximately 0.0002 ng/uL (R-2 = 0.90) at a PCR cycling threshold (C-T) of 28.5-29. There was a positive and significant relationship between fish density and eDNA detection with detection probabilities ranging from 0.32-1.00 depending on fish density. A negative and significant relationship between average C-T values and density further corroborated our findings that target eDNA increased with increasing fish density. Developed markers detected the presence of H. letourneuxi in the canal adjacent to but not in Loxahatchee National Wildlife Refuge. The single positive found in the canal adjacent to Loxahatchee National Wildlife Refuge showed a similar C-T value to the observed average for density of three fish per aquarium.",10.3391/mbi.2014.5.2.05,1989-8649,NA,ISI:000347934800005,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000349628100007,article,"Culot, Laurence and Huynen, Marie-Claude and Heymann, Eckhard W.",n,Partitioning the relative contribution of one-phase and two-phase seed dispersal when evaluating seed dispersal effectiveness,METHODS IN ECOLOGY AND EVOLUTION,2015,6,178-186,FEB,"Seed dispersal effectiveness (SDE) is a conceptual framework that aims at quantifying the contribution of seed dispersal vectors to plant fitness. While it is well recognized that diplochorous dispersal systems, characterized by two successive dispersal steps performed by two different vectors (Phase I=primary seed dispersal and Phase II=secondary seed dispersal) which are common in temperate and tropical regions, little attention has been given to distinguishing the relative contribution of one-phase and two-phase dispersal to overall SDE. This conceptual gap probably results from the lack of a clear methodology to include Phase II dispersal into the calculation of SDE and to quantify its relative contribution. We propose a method to evaluate the relative contribution of one-phase and two-phase dispersal to SDE and determine whether two seed dispersers are better than one. To do so, we used the SDE landscape and an extension of the SDE landscape, the Phase II effect landscape, which measures the direction and magnitude of the Phase II dispersal effect on overall SDE. We used simulated and empirical data from a diplochorous dispersal system in the Peruvian Amazon to illustrate this new approach. Our approach provides the relative contribution of one-phase SDE (SDE1) and two-phase SDE (SDE2) to overall SDE and quantifies how much SDE changes with the addition of Phase II dispersal. Considering that the seed dispersal process is context dependent so that Phase II depends on Phase I, we predict the possible range of variation of SDE according to the variation of the probability of Phase II dispersal. In our specific study system composed of two primate species as primary dispersal vectors and different species of dung beetles as secondary dispersal vectors, the relative contribution of SDE1 and SDE2 to overall SDE varied between plant species. We discuss the context dependency of the Phase II dispersal and the potential applications of our approach. This extension to the conceptual framework of SDE enables quantitative evaluation of the effect of Phase II dispersal on plant fitness and can be easily adapted to other biotic and/or abiotic diplochorous dispersal systems.",10.1111/2041-210X.12317,2041-210X,2041-2096,ISI:000349628100007,2,NA,"Culot, Laurence/0000-0002-3353-0134 Heymann, Eckhard W./0000-0002-4259-8018","Culot, Laurence/H-9120-2012 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000419821200008,article,"Cox, Sam L. and Orgeret, Florian and Gesta, Mathieu and Rodde, Charles and Heizer, Isaac and Weimerskirch, Henri and Guinet, Christophe",n,Processing of acceleration and dive data on-board satellite relay tags to investigate diving and foraging behaviour in free-ranging marine predators,METHODS IN ECOLOGY AND EVOLUTION,2018,9,64-77,JAN,"Biologging technologies are changing the way in which the marine environment is observed and monitored. However, because device retrieval is typically required to access the high-resolution data they collect, their use is generally restricted to those animals that predictably return to land. Data abstraction and transmission techniques aim to address this, although currently these are limited in scope and do not incorporate, for example, acceleration measurements which can quantify animal behaviours and movement patterns over fine-scales. In this study, we present a new method for the collection, abstraction and transmission of accelerometer data from free-ranging marine predators via the Argos satellite system. We test run the technique on 20 juvenile southern elephant seals Mirounga leonina from the Kerguelen Islands during their first months at sea following weaning. Using retrieved archival data from nine individuals that returned to the colony, we compare and validate abstracted transmissions against outputs from established accelerometer processing procedures. Abstracted transmissions included estimates, across five segments of a dive profile, of time spent in prey catch attempt (PrCA) behaviours, swimming effort and pitch. These were then summarised and compared to archival outputs across three dive phases: descent, bottom and ascent. Correlations between the two datasets were variable but generally good (dependent on dive phase, marginal R-2 values of between .45 and .6 to>.9) and consistent between individuals. Transmitted estimates of PrCA behaviours and swimming effort were positively biased to those from archival processing. Data from this study represent some of the first remotely transmitted quantifications from accelerometers. The methods presented and analysed can be used to provide novel insight towards the behaviours and movements of free-ranging marine predators, such as juvenile southern elephant seals, from whom logger retrieval is challenging. Future applications could however benefit from some adaption, particularly to reduce positive bias in transmitted PrCA behaviours and swimming effort, for which this study provides useful insight.",10.1111/2041-210X.12845,2041-210X,2041-2096,ISI:000419821200008,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000183683400005,article,"Claessen, D and de Roos, AM",n,Bistability in a size-structured population model of cannibalistic fish - a continuation study,THEORETICAL POPULATION BIOLOGY,2003,64,49-65,AUG,"By numerical continuation of equilibria, we study a size-structured model for the dynamics of a cannibalistic fish population and its alternative resource. Because we model the cannibalistic interaction as dependent on the ratio of cannibal length and victim length, a cannibal experiences a size distribution of potential victims which depends on its own body size. We show how equilibria of the resulting infinite-dimensional dynamical system can be traced with an existing method for numerical continuation for physiologically structured population models. With this approach we found that cannibalism can induce bistability associated with a fold (or, saddle-node) bifurcation. The two stable states can be qualified as `stunted' and `piscivorous', respectively. We identify a new ecological mechanism for bistability, in which the energy gain from cannibalism plays a crucial role: Whereas in the stunted population state cannibals consume their victims, on average, while they are very small and yield little energy, in the piscivorous state cannibals consume their victims not before they have become much bigger, which results in a much higher mean yield of cannibalism. We refer to this mechanism as the `Hansel and Gretel' effect. It is not related to any individual `choice' or `strategy', but depends purely on a difference in population size distribution. We argue that studying dynamics of size-structured population models with this new approach of equilibrium continuation extends the insight that can be gleaned from numerical simulations of the model dynamics. (C) 2003 Elsevier Science (USA). All rights reserved.",10.1016/S0040-5809(03)00042-X,0040-5809,NA,ISI:000183683400005,1,NA,"Claessen, David/0000-0001-7354-1316 De Roos, Andre/0000-0002-6944-2048","Claessen, David/S-7596-2017 De Roos, Andre/A-1590-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000292633900015,article,"Chazdon, Robin L. and Chao, Anne and Colwell, Robert K. and Lin, Shang-Yi and Norden, Natalia and Letcher, Susan G. and Clark, David B. and Finegan, Bryan and Arroyo, J. Pablo",n,A novel statistical method for classifying habitat generalists and specialists,ECOLOGY,2011,92,1332-1343,JUN,"We develop a novel statistical approach for classifying generalists and specialists in two distinct habitats. Using a multinomial model based on estimated species relative abundance in two habitats, our method minimizes bias due to differences in sampling intensities between two habitat types as well as bias due to insufficient sampling within each habitat. The method permits a robust statistical classification of habitat specialists and generalists, without excluding rare species a priori. Based on a user-defined specialization threshold, the model classifies species into one of four groups: (1) generalist; (2) habitat A specialist; (3) habitat B specialist; and (4) too rare to classify with confidence. We illustrate our multinomial classification method using two contrasting data sets: (1) bird abundance in woodland and heath habitats in southeastern Australia and (2) tree abundance in secondgrowth (SG) and old-growth (OG) rain forests in the Caribbean lowlands of northeastern Costa Rica. We evaluate the multinomial model in detail for the tree data set. Our results for birds were highly concordant with a previous nonstatistical classification, but our method classified a higher fraction (57.7\%) of bird species with statistical confidence. Based on a conservative specialization threshold and adjustment for multiple comparisons, 64.4\% of tree species in the full sample were too rare to classify with confidence. Among the species classified, OG specialists constituted the largest class (40.6\%), followed by generalist tree species (36.7\%) and SG specialists (22.7\%). The multinomial model was more sensitive than indicator value analysis or abundance-based phi coefficient indices in detecting habitat specialists and also detects generalists statistically. Classification of specialists and generalists based on rarefied subsamples was highly consistent with classification based on the full sample, even for sampling percentages as low as 20\%. Major advantages of the new method are (1) its ability to distinguish habitat generalists (species with no significant habitat affinity) from species that are simply too rare to classify and (2) applicability to a single representative sample or a single pooled set of representative samples from each of two habitat types. The method as currently developed can be applied to no more than two habitats at a time.",10.1890/10-1345.1,0012-9658,NA,ISI:000292633900015,6,NA,"Chazdon, Robin/0000-0002-7349-5687 Letcher, Susan/0000-0002-9475-7674","publicationpage, cmec/B-4405-2017 zhang, yaqun/J-8478-2014 publist, CMEC/C-3010-2012 Colwell, Robert/C-7276-2015 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000281565900001,article,"Chan, Kung-Sik and Zhang, Tianyang and Bailey, Kevin M.",n,Otolith biochronology reveals factors underlying dynamics in marine fish larvae,MARINE ECOLOGY PROGRESS SERIES,2010,412,10-Jan,NA,"Study of the dynamics in marine fish larvae is notoriously difficult, given their minute size in a vast, complex and variable marine environment. We demonstrate a novel statistical approach, utilizing a panel of 19 annual hatchdate distributions, to unravel environmental and potential harvesting effects on the spawning, hatching and survival processes for walleye pollock in the Gulf of Alaska. Hatchdates are determined from counting daily increments on otoliths of larvae. The hatchdate frequency distribution determined from sampling a population of larvae depends on factors influencing birth and death processes, i.e. spawning times and survival rates. Using a nonlinear and partly parametric statistical model, temperature, strong winds, and the age frequency of spawning adults were found to strongly influence hatchdates. Moreover, the interaction of both a climate regime shift and the `Exxon Valdez' oil spill in 1989 suppressed pollock larval abundance in 1989, with geometrically diminishing after-effects lasting until around 1992. The novel method presented here provides a general framework for unlocking the rich information hidden in hatchdate data about environmental and/or intervention effects on dynamics in marine fishes.",10.3354/meps08698,0171-8630,1616-1599,ISI:000281565900001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000293544400008,article,"Cayuela, Luis and Galvez-Bravo, Lucia and Maria Carrascal, Luis and de Albuquerque, Fabio S.",n,Comments on Bartolino et al. (2011): limits of cumulative relative frequency distribution curves for hotspot identification,POPULATION ECOLOGY,2011,53,597-601,OCT,"The recent paper by Bartolino et al. (Popul Ecol 53:351-359, 2011) presents a new method to objectively select hotspots using cumulative relative frequency distribution (CRFD) curves. This method is presented as being independent from the selection of any threshold and, therefore, less arbitrary than traditional approaches. We argue that this method, albeit mathematically sound, is based on likewise arbitrary decisions regarding threshold selection. Specifically, the use of the CRFD curve approach requires the occurrence of two criteria for the method to be applied correctly: the selection of a 45A degrees tangent to the curve, and the need to consider the highest relative value of the study parameter corresponding to a 45A degrees slope tangent to the curve. Using two case studies (dealing with species richness and abundance of a particular species), we demonstrate that these two criteria are really unrelated to the underlying causes that shape the spatial pattern of the phenomena under study, but rather related to sampling design and spatial scale; hence, one could likewise use different but valid criteria. Consequently, the CRFD curve approach is based on the selection of a pre-defined threshold that has little, if any, ecological justification, and that heavily influences the final hotspot selection. Therefore, we conclude that the CRFD curve approach itself is not necessarily better and more objective than any of the global methods typically used for hotspot identification. Indeed, mathematical and/or statistical approaches should not be viewed as a panacea to solve conservation problems, but rather used in combination with biological, practical, economic and social considerations.",10.1007/s10144-011-0272-7,1438-3896,1438-390X,ISI:000293544400008,4,NA,"Carrascal, Luis M./0000-0003-1288-5531 Galvez-Bravo, Lucia/0000-0002-9684-9775 Cayuela, Luis/0000-0003-3562-2662","Carrascal, Luis M./B-8381-2008 Galvez-Bravo, Lucia/L-7478-2017 Cayuela, Luis/K-7255-2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000254475600034,inproceedings,"Castellani, V. and Sala, S. and Pitea, D.",n,A new method for tourism carrying capacity assessment,NA,2007,106,365-374,NA,"Tourism activities can generate both positive and negative effects on the conditions of the areas where visiting and fruition activities take place; every form of human use of natural environment causes changes to the environment conditions. Evaluation of carrying capacity of a destination has as a purpose the measurement of the threshold over which alteration due to human activities becomes unacceptable. To evaluate the consequences of tourism activities impacts it is necessary to know the characteristics of the environment where they occur and especially its resilience, which is the measure of the disturbance that the natural environment can tolerate without altering its equilibrium state. The carrying capacity concept is linked with resilience and rises from the necessity of measure which is the maximum acceptable level of impact for the environment or for one of its components and the capability of recovery of the previous condition. The purpose of this study is to suggest a model for assessing the physical carrying capacity of tourism destinations, as a tool to evaluate whether the current situation is sustainable or not and to determine if a rise in visitor numbers could affect the quality of the environment, the resources available and the quality of public services. For the assessment, all environmental aspects are separately analysed and the main environmental issues related to the daily life of residents and to tourism activities (air quality, water quality and disposability, waste management, soil use) are considered. The methodology is based on an evaluative procedure inspired by the DPSIR model, useful for underlining which are the drivers of impacts and which is the most relevant dataset to describe current and future scenarios. The innovative aspect of this study is the integration of the physical carrying capacity assessment with the evaluation of the managing capacity of environmental and public services, which can lead to depletion of ecosystem quality.",NA,1746-448X,NA,ISI:000254475600034,NA,NA,"Castellani, Valentina/0000-0002-9832-6943 Sala, Serenella/0000-0003-1919-9948","Castellani, Valentina/K-1832-2014 ","6th International Conference on Ecosystems and Sustainable Development, Coimbra, PORTUGAL, SEP 05-07, 2007",Wessex Inst Technol; Univ Coimbra; Univ Siena; WIT Transact Ecol \& Environm,"Tiezzi, E and Marques, JC and Brebbia, CA and Jorgensen, SE",ECOSYSTEMS AND SUSTAINABLE DEVELOPMENT VI,WIT TRANSACTIONS ON ECOLOGY AND THE ENVIRONMENT,978-1-84564-088-0,NA,NA,NA,NA,NA
X.ISI.000331660800004,article,"Carpenter, Stephen R. and Brock, William A. and Cole, Jonathan J. and Pace, Michael L.",y,A new approach for rapid detection of nearby thresholds in ecosystem time series,OIKOS,2014,123,290-297,MAR,"Massive changes to ecosystems sometimes cross thresholds from which recovery can be difficult, expensive and slow. These thresholds are usually discovered in post hoc analyses long after the event occurred. Anticipating these changes prior to their occurrence could give managers a chance to intervene. Here we present a novel approach for anticipating ecosystem thresholds that combines resilience indicators with Quickest detection of change points. Unlike existing methods, the Quickest detection method is updated every time a data point arrives, and minimizes the time to detect an approaching threshold given the users' tolerance for false alarms. The procedure accurately detected an impending regime shift in an experimentally manipulated ecosystem. An ecosystem model was used to determine if the method can detect an approaching threshold soon enough to prevent a regime shift. When the monitored variable was directly involved in the interaction that caused the regime shift, detection was quick enough to avert collapse. When the monitored variable was only indirectly linked to the critical transition, detection came too late. The procedure is useful for assessing changes in resilience as ecosystems approach thresholds. However some thresholds cannot be detected in time to prevent regime shifts, and surprises will be inevitable in ecosystem management.",10.1111/j.1600-0706.2013.00539.x,0030-1299,1600-0706,ISI:000331660800004,3,NA,"Pace, Michael/0000-0001-5945-6131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000349674700006,article,"Cardillo, Marcel",n,Geographic Range Shifts Do Not Erase the Historic Signal of Speciation in Mammals,AMERICAN NATURALIST,2015,185,343-353,MAR,"Many evolutionary analyses assume that the positions of species geographic ranges are sufficiently phylogenetically conserved that current ranges reflect ancestral ranges and retain the historic signal of speciation. The validity of this assumption has been challenged, because there is evidence that ranges can shift rapidly and extensively. Here I test the assumption of range conservatism using simulations and empirical tests of phylogenetic signal in geographic positions of ranges within mammal orders, families, and genera. In most taxa, range positions show strong phylogenetic signal, quantified using Pagel's , Mantel tests, and a novel method to measure phylogenetic signal near the tips of a phylogeny. Taxa with highly labile range positions are exceptions to the general pattern and include very young groups such as Sciurus that may still be in the early, rapid-expansion phase of adaptive radiation. In two orders containing many species with large distributions (Artiodactyla and Carnivora), temporal patterns of range evolution are consistent with large instantaneous shifts in range position associated with allopatric speciation. In most other taxa, range evolution is better described by models that allow ranges to evolve along branches of the phylogeny. The results point to a common pattern of phylogenetically conserved ranges where the current position of species ranges reflects their position at the time of speciation, modified by gradual drift of range boundaries through time.",10.1086/679663,0003-0147,1537-5323,ISI:000349674700006,3,NA,"Cardillo, Marcel/0000-0001-9855-0817","Cardillo, Marcel/C-9396-2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000415900800038,article,"Cantarello, Elena and Newton, Adrian C. and Martin, Philip A. and Evans, Paul M. and Gosal, Arjan and Lucash, Melissa S.",n,Quantifying resilience of multiple ecosystem services and biodiversity in a temperate forest landscape,ECOLOGY AND EVOLUTION,2017,7,9661-9675,NOV,"Resilience is increasingly being considered as a new paradigm of forest management among scientists, practitioners, and policymakers. However, metrics of resilience to environmental change are lacking. Faced with novel disturbances, forests may be able to sustain existing ecosystem services and biodiversity by exhibiting resilience, or alternatively these attributes may undergo either a linear or nonlinear decline. Here we provide a novel quantitative approach for assessing forest resilience that focuses on three components of resilience, namely resistance, recovery, and net change, using a spatially explicit model of forest dynamics. Under the pulse set scenarios, we explored the resilience of nine ecosystem services and four biodiversity measures following a one-off disturbance applied to an increasing percentage of forest area. Under the pulse+press set scenarios, the six disturbance intensities explored during the pulse set were followed by a continuous disturbance. We detected thresholds in net change under pulse+press scenarios for the majority of the ecosystem services and biodiversity measures, which started to decline sharply when disturbance affected >40\% of the landscape. Thresholds in net change were not observed under the pulse scenarios, with the exception of timber volume and ground flora species richness. Thresholds were most pronounced for aboveground biomass, timber volume with respect to the ecosystem services, and ectomycorrhizal fungi and ground flora species richness with respect to the biodiversity measures. Synthesis and applications. The approach presented here illustrates how the multidimensionality of stability research in ecology can be addressed and how forest resilience can be estimated in practice. Managers should adopt specific management actions to support each of the three components of resilience separately, as these may respond differently to disturbance. In addition, management interventions aiming to deliver resilience should incorporate an assessment of both pulse and press disturbances to ensure detection of threshold responses to disturbance, so that appropriate management interventions can be identified.",10.1002/ece3.3491,2045-7758,NA,ISI:000415900800038,22,NA,"Cantarello, Elena/0000-0001-7529-2018 Gosal, Arjan/0000-0001-6782-0706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
