label,type,author,title,journal,year,volume,number,month,keep_yn,abstract,doi,article.number,issn,eissn,unique.id,pages,orcid.numbers,researcherid.numbers,note,editor,booktitle,series,organization,isbn,book.author
X.ISI.000327303000004,article,"Grace, James B. and Schoolmaster, Jr., Donald R. and Guntenspergen, Glenn R. and Little, Amanda M. and Mitchell, Brian R. and Miller, Kathryn M. and Schweiger, E. William",Guidelines for a graph-theoretic implementation of structural equation modeling,ECOSPHERE,2012,3,8,AUG,n,"Structural equation modeling (SEM) is increasingly being chosen by researchers as a framework for gaining scientific insights from the quantitative analyses of data. New ideas and methods emerging from the study of causality, influences from the field of graphical modeling, and advances in statistics are expanding the rigor, capability, and even purpose of SEM. Guidelines for implementing the expanded capabilities of SEM are currently lacking. In this paper we describe new developments in SEM that we believe constitute a third-generation of the methodology. Most characteristic of this new approach is the generalization of the structural equation model as a causal graph. In this generalization, analyses are based on graph theoretic principles rather than analyses of matrices. Also, new devices such as metamodels and causal diagrams, as well as an increased emphasis on queries and probabilistic reasoning, are now included. Estimation under a graph theory framework permits the use of Bayesian or likelihood methods. The guidelines presented start from a declaration of the goals of the analysis. We then discuss how theory frames the modeling process, requirements for causal interpretation, model specification choices, selection of estimation method, model evaluation options, and use of queries, both to summarize retrospective results and for prospective analyses. The illustrative example presented involves monitoring data from wetlands on Mount Desert Island, home of Acadia National Park. Our presentation walks through the decision process involved in developing and evaluating models, as well as drawing inferences from the resulting prediction equations. In addition to evaluating hypotheses about the connections between human activities and biotic responses, we illustrate how the structural equation (SE) model can be queried to understand how interventions might take advantage of an environmental threshold to limit Typha invasions. The guidelines presented provide for an updated definition of the SEM process that subsumes the historical matrix approach under a graph-theory implementation. The implementation is also designed to permit complex specifications and to be compatible with various estimation methods. Finally, they are meant to foster the use of probabilistic reasoning in both retrospective and prospective considerations of the quantitative implications of the results.",10.1890/ES12-00048.1,UNSP 73,2150-8925,NA,ISI:000327303000004,NA,"Schoolmaster Jr., Donald/0000-0003-0910-4458",NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000303440400011,article,"Bauer-Mehren, Anna and van Mullingen, Erik M. and Avillach, Paul and del Carmen Carrascosa, Maria and Garcia-Serna, Ricard and Pinero, Janet and Singh, Bharat and Lopes, Pedro and Oliveira, Jose L. and Diallo, Gayo and Helgee, Ernst Ahlberg and Boyer, Scott and Mestres, Jordi and Sanz, Ferran and Kors, Jan A. and Furlong, Laura I.",Automatic Filtering and Substantiation of Drug Safety Signals,PLOS COMPUTATIONAL BIOLOGY,2012,8,4,APR,n,"Drug safety issues pose serious health threats to the population and constitute a major cause of mortality worldwide. Due to the prominent implications to both public health and the pharmaceutical industry, it is of great importance to unravel the molecular mechanisms by which an adverse drug reaction can be potentially elicited. These mechanisms can be investigated by placing the pharmaco-epidemiologically detected adverse drug reaction in an information-rich context and by exploiting all currently available biomedical knowledge to substantiate it. We present a computational framework for the biological annotation of potential adverse drug reactions. First, the proposed framework investigates previous evidences on the drug-event association in the context of biomedical literature (signal filtering). Then, it seeks to provide a biological explanation (signal substantiation) by exploring mechanistic connections that might explain why a drug produces a specific adverse reaction. The mechanistic connections include the activity of the drug, related compounds and drug metabolites on protein targets, the association of protein targets to clinical events, and the annotation of proteins (both protein targets and proteins associated with clinical events) to biological pathways. Hence, the workflows for signal filtering and substantiation integrate modules for literature and database mining, in silico drug-target profiling, and analyses based on gene-disease networks and biological pathways. Application examples of these workflows carried out on selected cases of drug safety signals are discussed. The methodology and workflows presented offer a novel approach to explore the molecular mechanisms underlying adverse drug reactions.",10.1371/journal.pcbi.1002457,e1002457,1553-7358,NA,ISI:000303440400011,NA,"Sanz, Ferran/0000-0002-7534-7661 Pinero, Janet/0000-0003-1244-7654 Mestres, Jordi/0000-0002-5202-4501 Oliveira, Jose Luis/0000-0002-6672-6176 Menezes Oliveira, Joselina Luzia/0000-0002-3701-1323 Furlong, Laura I./0000-0002-9383-528X Lopes, Pedro/0000-0001-5330-6562 van Mulligen, Erik/0000-0003-1377-9386","Sanz, Ferran/B-3852-2009 Gasull, Martina/A-6630-2013 Avillach, Paul/H-8858-2012 Pinero, Janet/O-6583-2016 Mestres, Jordi/B-3673-2009 Oliveira, Jose Luis/A-2223-2012 Menezes Oliveira, Joselina Luzia/D-1416-2012 ",NA,NA,NA,NA,NA,NA,NA
X.ISI.000302538500003,article,"Ouellette, Marie-Helene and Legendre, Pierre and Borcard, Daniel",Cascade multivariate regression tree: a novel approach for modelling nested explanatory sets,METHODS IN ECOLOGY AND EVOLUTION,2012,3,2,APR,n,"1. Ecological data analysis frequently calls for the assessment of the relationship between species composition and a set of explanatory variables of interest. The assessment may have to be pursued while taking into account the influence of another set of explanatory variables. The hypothetical nature and structure of the influence of an explanatory set on the effect of a distinct explanatory set guides the proper choice of modelling methodology for a combined explanatory assessment. 2. Here, we describe a framework where the relationship between the response data and a main set of explanatory variables is not linear. It may, for example, take the form of abrupt changes in the response following thresholds of the explanatory variables, or any other nonlinearizable relationship. The influence of a second set of explanatory variables is determined a posteriori, after the influence of the main explanatory set has been taken into account. This is useful when one of the sets is thought to have an effect that varies as a function of the other. 3. To achieve this type of assessment, we propose a cascade of multivariate regression trees ( CMRT). We decompose the total dispersion of a response matrix between two explanatory data sets in a nested manner. By handling each leaf ( group) resulting from the first-level multivariate regression tree ( MRT) analysis as separate independent data sets in following analyses, we can separate the explanatory power of the first partition from those of the subordinate partitions computed using a second explanatory set. A preliminary biological hypothesis will guide the choice of which set of explanatory variables should be used to compute the main partition. The method could be extended to more than two explanatory data sets whose effects on the response data are hierarchical. 4. Cascade of multivariate regression trees allows the users to impose a nested structure to their causal hypotheses in MRT analysis. To illustrate this new procedure, we use the well-known and readily available Doubs fish and oribatid mite data sets and provide the necessary R functions in a package available onCRAN( http:// cran. r-project. org).",10.1111/j.2041-210X.2011.00171.x,NA,2041-210X,NA,ISI:000302538500003,234-244,"Legendre, Pierre/0000-0002-3838-3305","Legendre, Pierre/C-8279-2013",NA,NA,NA,NA,NA,NA,NA
X.ISI.000297564600019,article,"Serramo Lopez, Luiz Carlos and de Aguiar Fracasso, Maria Paula and Mesquita, Daniel Oliveira and Torre Palma, Alexandre Ramlo and Riul, Pablo",The relationship between percentage of singletons and sampling effort: A new approach to reduce the bias of richness estimates,ECOLOGICAL INDICATORS,2012,14,1,MAR,n,"Estimate the richness of a community with accuracy despite differences in sampling effort is a key aspect to monitoring high diverse ecosystems. We compiled a worldwide multitaxa database, comprising 185 communities, in order to study the relationship between the percentage of species represented by one individual (singletons) and the intensity of sampling (number of individuals divided by the number of species sampled). The database was used to empirically adjust a correction factor to improve the performance of non-parametrical estimators under conditions of low sampling effort. The correction factor was tested on seven estimators (Chao1, Chao2, Jack1, Jack2, ACE, ICE and Bootstrap). The correction factor was able to reduce the bias of all estimators tested under conditions of undersampling, while converging to the original uncorrected values at higher intensities. Our findings led us to recommend the threshold of 20 individuals/species, or less than 21\% of singletons, as a minimum sampling effort to produce reliable richness estimates of high diverse ecosystems using corrected non-parametric estimators. This threshold rise for 50 individuals/species if non-corrected estimators are used which implies in an economy of 60\% of sampling effort if the correction factor is used. (C) 2011 Elsevier Ltd. All rights reserved.",10.1016/j.ecolind.2011.07.012,NA,1470-160X,NA,ISI:000297564600019,164-169,"Riul, Pablo/0000-0003-4035-1975 Fracasso, Maria/0000-0001-7344-4532 Mesquita, Daniel/0000-0002-8174-6837","Lopez, Luiz/K-1739-2015 Lopez, Luiz/H-9004-2012 Riul, Pablo/H-5843-2012 Fracasso, Maria/K-3551-2015 Mesquita, Daniel/I-5007-2012",NA,NA,NA,NA,NA,NA,NA
X.ISI.000300729900007,article,"Lade, Steven J. and Gross, Thilo",Early Warning Signals for Critical Transitions: A Generalized Modeling Approach,PLOS COMPUTATIONAL BIOLOGY,2012,8,2,FEB,y,"Critical transitions are sudden, often irreversible, changes that can occur in a large variety of complex systems; signals that warn of critical transitions are therefore highly desirable. We propose a new method for early warning signals that integrates multiple sources of information and data about the system through the framework of a generalized model. We demonstrate our proposed approach through several examples, including a previously published fisheries model. We regard our method as complementary to existing early warning signals, taking an approach of intermediate complexity between model-free approaches and fully parameterized simulations. One potential advantage of our approach is that, under appropriate conditions, it may reduce the amount of time series data required for a robust early warning signal.",10.1371/journal.pcbi.1002360,e1002360,1553-734X,1553-7358,ISI:000300729900007,NA,"Gross, Thilo/0000-0002-1356-6690 Lade, Steven/0000-0001-9719-9826","Lade, Steven/F-9496-2010 Gross, Thilo/B-4444-2010 ",NA,NA,NA,NA,NA,NA,NA
X.ISI.000299650600006,article,"Zhang, Yuanyuan and Wang, Shudong and Yang, Meixi and Xu, Dashun and Meng, Dazhi",A NEW METHOD OF DETERMINING THRESHOLD OF GENE NETWORK BASED ON PHENOTYPES,JOURNAL OF BIOLOGICAL SYSTEMS,2011,19,4,DEC,n,"With the rapid growth of microarray data, it has become a hot topic to reveal complex behaviors and functions of life system by studying the relationships among genes. In the process of reverse network modeling, the relationships with less relevance are generally not considered by determining a threshold when the relationships among genes are mined. However, there are no effective methods to determine the threshold up to now. It is worthwhile to note that the phenotypes of genetic diseases are generally regarded as external representation of the functions of genes. Therefore, two types of phenotype networks are constructed from gene and disease views, respectively, and through comparing these two types of phenotype networks, the threshold of gene network corresponding to a certain disease can be determined when their similarity reaches to maximum. Because the gene network is determined based on the relationships among phenotypes and phenotypes are external representation of the functions of genes, it is considered that relationships in the gene network may show functional relationships among genes in biological system. In this work, the thresholds 0.47 and 0.48 of gene network are determined based on Parkinson disease phenotypes. Furthermore, the validity of these thresholds is verified by the specificity and susceptibility of phenotype networks. Also, through comparing the structural parameters of gene networks for normal and disease stage at different thresholds, significant difference between the two gene networks at threshold 0.47 or 0.48 is found. The significant difference of structural parameters further verifies the efficiency of this method.",10.1142/S0218339011004068,NA,0218-3390,1793-6470,ISI:000299650600006,607-616,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000298090100006,article,"Wilson, Peter D.",Distance-based methods for the analysis of maps produced by species distribution models,METHODS IN ECOLOGY AND EVOLUTION,2011,2,6,DEC,n,"1. Species distribution models (SDMs) are now widely applied to determine the potential distributions of species in relation to environmental covariates. Many modelling tools are available, and large sets of maps may be produced easily. 2. A wide range of methods have been developed for the comparison or analysis of raster images and SDM output maps including pairwise (two-sample) tests and overall measures of similarity such as correlation coefficients and distance measures. 3. I present an analytical framework applying a distance-based approach to the ordination and analysis of maps produced by species distribution modelling tools. The method combines aspects of image analysis with distance-based statistical tests and allows ecologists to apply familiar forms of ordination and analysis to SDM output maps. A novel method of recombining elements of information extracted from distance-based map analysis is also presented.",10.1111/j.2041-210X.2011.00115.x,NA,2041-210X,NA,ISI:000298090100006,623-633,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000294105500010,article,"Lester, Rebecca E. and Fairweather, Peter G.","Ecosystem states: Creating a data-derived, ecosystem-scale ecological response model that is explicit in space and time",ECOLOGICAL MODELLING,2011,222,15,10-Aug,n,"Increasing difficulties associated with balancing consumptive demands for water and achieving ecological benefits in aquatic ecosystems provide opportunities for new ecosystem-scale ecological response models to assist managers. Using an Australian estuary as a case study, we developed a novel approach to create a data-derived state-and-transition model. The model identifies suites of co-occurring birds, fish, benthic invertebrates and aquatic macrophytes (as `states') and the changing physico-chemical conditions that are associated with each ('transitions'). The approach first used cluster analysis to identify sets of co-occurring biota. Differences in the physico-chemical data associated with each state were identified using classification trees, with the biotic distinctness of the resultant statistical model tested using analysis of similarities. The predictive capacity of the model was tested using new cases. Two models were created using different time-steps (annual and quarterly) and then combined to capture both longer-term trends and more-recent declines in ecological condition. We identified eight ecosystem states that were differentiated by a mix of water-quantity and water-quality variables. Each ecosystem state represented a distinct biotic assemblage under well-defined physico-chemical conditions. Two `basins of attraction' were identified, with four tidally-influenced states, and another four independent of tidal influence. Within each basin, states described a continuum of relative health, manifest through declining taxonomic diversity and abundances. The main threshold determining relative health was whether freshwater flows had occurred in the region during the previous 339 days. Canonical analyses of principal coordinates tested the predictive capacity of the model and demonstrated that the variance in the environmental data set was well captured (87\%) with 52\% of the variance in the biological data set also captured. The latter increased to >80\% when long- and short-term biological data were analysed separately, indicating that the model described the available data for the Coorong well. This approach thus created a data-derived, multivariate model, where neither states nor transitions were determined a priori. The approach did not over-fit the data, was robust to patchy or missing data, the choice of initial clustering technique and random errors in the biological data set, and was well-received by local natural resource managers. However, the model did not capture causal relationships and requires additional testing, particularly during future episodes of ecological recovery. The approach shows significant promise for simplifying management definitions of ecological condition and, via scenario analyses, can be used to assist in manager decision-making of large, complex aquatic ecosystems in the future. (C) 2011 Elsevier B.V. All rights reserved.",10.1016/j.ecolmodel.2011.05.009,NA,0304-3800,NA,ISI:000294105500010,2690-2703,"Lester, Rebecca/0000-0003-2682-6495","Lester, Rebecca/H-3907-2011",NA,NA,NA,NA,NA,NA,NA
X.ISI.000291712900013,article,"Nicholls, K. H. and Hoyle, J. A. and Johannsson, O. E. and Dermott, R.",A biological regime shift in the Bay of Quinte ecosystem (Lake Ontario) associated with the establishment of invasive dreissenid mussels,JOURNAL OF GREAT LAKES RESEARCH,2011,37,2,JUN,n,"Thirty-two biological variables (taxonomic and/or functional groups) representing the four major communities, phytoplankton, zooplankton, benthos and fish, characterizing the upper Bay of Quinte (Lake Ontario) ecosystem, were assembled for the 27-year period, 1982-2008. Coincident regime shifts were detected in phytoplankton, benthos, and fish in 1995, which was just after invasive zebra mussels (Dreissena spp.) became established in the bay in 1993-1994. Two independent methods were used to detect these shifts: 1) principal components analysis followed by a Regime Shift Detector test for a change point in the running mean of the first principal component scores and (2) measurements of significant difference between pre- and post-Dreissena ecosystem structure based on measures of Bray-Curtis community similarity. Although a statistically significant shift was not detected in the zooplankton community by itself, zooplankton variables were instrumental in the overall ecosystem shift, determined for the combined four communities. All 32 variables were ranked for their individual contribution to the difference between the pre- and post-Dreissena ecosystem structures. The resolution of two distinct ecosystem structures, pre- and post-Dreissena, was greatly improved after employing a novel method of variable optimization that involved a selective and sequential removal of variables contributing least to the statistical difference between pre- and post-Dreissena ecosystem structures. The resultant 20-variable subset defined a 1995 ecosystem regime shift at very high level of statistical confidence (ANOSIM-R=0.970). (C) 2010 International Association for Great Lakes Research. Published by Elsevier B.V. All rights reserved.",10.1016/j.jglr.2010.12.004,NA,0380-1330,NA,ISI:000291712900013,310-317,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000288914700004,article,"Gutzwiller, Kevin J. and Barrow, Jr., Wylie C. and White, Joseph D. and Johnson-Randall, Lori and Cade, Brian S. and Zygo, Lisa M.",Assessing conservation relevance of organism-environment relations using predicted changes in response variables,METHODS IN ECOLOGY AND EVOLUTION,2010,1,4,DEC,n,"1. Organism-environment models are used widely in conservation. The degree to which they are useful for informing conservation decisions - the conservation relevance of these relations - is important because lack of relevance may lead to misapplication of scarce conservation resources or failure to resolve important conservation dilemmas. Even when models perform well based on model fit and predictive ability, conservation relevance of associations may not be clear without also knowing the magnitude and variability of predicted changes in response variables. 2. We introduce a method for evaluating the conservation relevance of organism-environment relations that employs confidence intervals for predicted changes in response variables. The confidence intervals are compared to a preselected magnitude of change that marks a threshold (trigger) for conservation action. To demonstrate the approach, we used a case study from the Chihuahuan Desert involving relations between avian richness and broad-scale patterns of shrubland. We considered relations for three winters and two spatial extents (1- and 2-km-radius areas) and compared predicted changes in richness to three thresholds (10\%, 20\% and 30\% change). For each threshold, we examined 48 relations. 3. The method identified seven, four and zero conservation-relevant changes in mean richness for the 10\%, 20\% and 30\% thresholds respectively. These changes were associated with major (20\%) changes in shrubland cover, mean patch size, the coefficient of variation for patch size, or edge density but not with major changes in shrubland patch density. The relative rarity of conservation-relevant changes indicated that, overall, the relations had little practical value for informing conservation decisions about avian richness. 4. The approach we illustrate is appropriate for various response and predictor variables measured at any temporal or spatial scale. The method is broadly applicable across ecological environments, conservation objectives, types of statistical predictive models and levels of biological organization. By focusing on magnitudes of change that have practical significance, and by using the span of confidence intervals to incorporate uncertainty of predicted changes, the method can be used to help improve the effectiveness of conservation efforts.",10.1111/j.2041-210X.2010.00042.x,NA,2041-210X,NA,ISI:000288914700004,351-358,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000274809500008,article,"Tichy, Lubomir and Chytry, Milan and Hajek, Michal and Talbot, Stephen S. and Botta-Dukat, Zoltan",OptimClass: Using species-to-cluster fidelity to determine the optimal partition in classification of ecological communities,JOURNAL OF VEGETATION SCIENCE,2010,21,2,APR,n,"Question Community ecologists are often confronted with multiple possible partitions of a single set of records of species composition and/or abundances from several sites. Different methods of numerical classification produce different results, and the question is which of them, and how many clusters, should be selected for interpretation. We demonstrate a new method for identifying the optimal partition from a series of partitions of the same set of sites, based on number of species with high fidelity to clusters in a partition (faithful species). Methods The new method, OptimClass, has two variants. OptimClass 1 searches the partition with the maximum number of faithful species across all clusters, while OptimClass 2 searches the partition with the maximum number of clusters that contain at least a preselected minimum number of faithful species. Faithful species are determined based on the P value of the Fisher's exact test, as a measure of fidelity. OptimClass was tested on three vegetation datasets that varied in species richness and internal heterogeneity, using several classification algorithms, resemblance measures and cover transformations. Results Results from both variants of OptimClass depended on the preselected threshold P value for faithful species: higher P gave higher probability that a partition with more clusters was selected as optimal. Good partitions, in terms of OptimClass criteria, involved flexible beta clustering, and also ordinal clustering. Good partitions were also obtained with TWINSPAN when the required number of clusters was small, or UPGMA when the required number of clusters was large. Poor partitions usually resulted from classifications that used resemblance measures and cover transformations emphasizing differences in species cover; this is not unexpected because OptimClass uses a presence/absence-based fidelity measure. Conclusions If the aim of a classification is to obtain clusters rich in faithful species, which can be subsequently used as diagnostic species for identification of community types, OptimClass is a suitable method for simultaneous choice of the optimal classification algorithm and optimal number of clusters. It can be computed in the JUICE program.",10.1111/j.1654-1103.2009.01143.x,NA,1100-9233,NA,ISI:000274809500008,287-299,"Botta-Dukat, Zoltan/0000-0002-9544-3474 Chytry, Milan/0000-0002-8122-3075 Tichy, Lubomir/0000-0001-8400-7741","Botta-Dukat, Zoltan/B-2911-2015 Chytry, Milan/J-4954-2012 Botta Dukat, Zoltan/E-3469-2010 Hajek, Michal/H-1648-2014 ",NA,NA,NA,NA,NA,NA,NA
X.ISI.000288913700004,article,"Baker, Matthew E. and King, Ryan S.",A new method for detecting and interpreting biodiversity and ecological community thresholds,METHODS IN ECOLOGY AND EVOLUTION,2010,1,1,MAR,y,"1. Existing methods for identifying ecological community thresholds are designed for univariate indicators or multivariate dimension-reduction of community structure. Most are insensitive to responses of individual taxa with low occurrence frequencies or highly variable abundances, properties of the vast majority of taxa in community data sets. We introduce Threshold Indicator Taxa ANalysis (TITAN) to detect changes in taxa distributions along an environmental gradient over space or time, and assess synchrony among taxa change points as evidence for community thresholds. 2. TITAN uses indicator species scores to integrate occurrence, abundance and directionality of taxa responses. It identifies the optimum value of a continuous variable, x, that partitions sample units while maximizing taxon-specific scores. Indicator z scores standardize original scores relative to the mean and SD of permuted samples along x, thereby emphasizing the relative magnitude of change and increasing the contributions of taxa with low occurrence frequencies but high sensitivity to the gradient. TITAN distinguishes negative (z-) and positive (z+) taxa responses and tracks cumulative responses of declining {[}sum(z-)] and increasing {[}sum(z+)] taxa in the community. Bootstrapping is used to estimate indicator reliability and purity as well as uncertainty around the location of individual taxa and community change points. 3. Using two simulated data sets, TITAN correctly identified taxon and community thresholds in more than 99\% of 500 unique versions of each simulation. In contrast, multivariate change-point analysis did not distinguish directional taxa responses, resulting in much wider confidence intervals that in one instance failed to capture thresholds in 38\% of the iterations. 4. Retrospective analysis of macroinvertebrate community response to a phosphorus gradient supported previous threshold estimates, although TITAN produced narrower confidence limits and revealed that several taxa declined at lower levels of phosphorus. Re-analysis of macroinvertebrate responses to an urbanization gradient illustrated disparate change points for declining (0.81-3.3\% urban land) and increasing (6.8-26.6\%) taxa, whereas the published threshold estimate (20-30\%) missed the declining-taxa threshold because it could not distinguish their synchronous decline from the gradual increase in ubiquitous taxa. 5. Synthesis and applications. By deconstructing communities to assess synchrony of taxon-specific change points, TITAN provides a sensitive and precise alternative to existing methods for assessing community thresholds. TITAN has tremendous potential to inform conservation of rare or threatened species, develop species sensitivity models, identify reference conditions and to support development of numerical regulatory criteria.",10.1111/j.2041-210X.2009.00007.x,NA,2041-210X,NA,ISI:000288913700004,25-37,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000288913700006,article,"Gal, Gideon and Anderson, William",A novel approach to detecting a regime shift in a lake ecosystem,METHODS IN ECOLOGY AND EVOLUTION,2010,1,1,MAR,y,"1. Certain classes of change in the characteristics of an ecosystem, labelled regime shifts, have been observed in marine and freshwater ecosystems world-wide. Few tools, however, have been offered to detect and identify regime shifts in time-series data. 2. We use a novel approach based on tools taken from the world of statistics, and econometrics to examine the occurrence of a regime shift in the predatory zooplankton population of Lake Kinneret, Israel. The tools are a free-knot spline mean function estimation method and a Markov-switching vector autoregression model. 3. Our approach detected, with high probability, the occurrence of a regime shift in the zooplankton population in the early to mid-1990s. This was in-line with expectations based on similar events observed in the lake. 4. The suggested approach is a step forward from existing approaches in that it does not require any pre-determent of threshold values but rather relies on a hidden underlying stochastic process that yields probabilities of regime shifts. Thus, it can therefore be applied without introducing any prior biases into the analysis. The approach is, therefore, an objective method in detecting the likely occurrence of a regime shift.",10.1111/j.2041-210X.2009.00006.x,NA,2041-210X,NA,ISI:000288913700006,45-52,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000273426400005,article,"Matthaeus, Franziska",THE SPREAD OF PRION DISEASES IN THE BRAIN - MODELS OF REACTION AND TRANSPORT ON NETWORKS,JOURNAL OF BIOLOGICAL SYSTEMS,2009,17,4,DEC,n,"In this paper we will present a modeling approach to describe the progression and the spread of prion diseases in the brain. Although there exist a number of mathematical models for the interaction of prions with their native counterpart, prion transport and spread is usually neglected. The concentration dynamics of prions, and thus the dynamics of the disease progression, however, are influenced by prion transport, especially in a medium as complex as the brain. Therefore, we focus here on the interaction between prion concentration dynamics and prion transport. The model is constructed by combining a model of prion-prion interaction with transport on networks. The approach leads to a system of reaction-diffusion equations, whereby the diffusion term is discrete. The equations are solved numerically on domains given as large networks. We show that the prion concentration grows faster on networks characterized by a higher degree heterogeneity. Furthermore, we introduce cell death as a consequence of increasing prion concentration, leading to network decomposition. We show that infectious diseases destroy networks similarly to targeted attacks, namely by affecting the nodes with the highest degree first. Relating the incubation period and disease progression to the process of network decomposition, we find that, interestingly, a long incubation time followed by sudden onset and fast progression of the disease does not need to be reflected in the overall concentration dynamics of the infective agent.",10.1142/S0218339009003010,NA,0218-3390,NA,ISI:000273426400005,623-641,NA,NA,NA,NA,NA,NA,NA,NA,NA
X.ISI.000272332900009,article,"Ferenc Jordan and Liu, Wei-chung and Mike, Agnes",Trophic field overlap: A new approach to quantify keystone species,ECOLOGICAL MODELLING,2009,220,"21, SI",10-Nov,n,"It is a current challenge to better understand the relative importance of species in ecosystems, and the network perspective is able to offer quantitative tools for this. It is plausible to assume, in general, that well-linked species, being key interactors, are also more important for the community. Recently a number of methods have been suggested for quantifying the network position of species in ecological networks (like the topological importance metric, TI). Most of them are based on node centrality indices and it may happen that the two most important species in a food web have very similar interaction structure and they can essentially replace each other if one becomes extinct. For conservation considerations it is a challenge to identify species that are richly connected and, at the same time, have a relatively unique and irreplaceable interaction pattern. We present a new method and illustrate our approach by using the Kuosheng Bay trophic network in Taiwan. The new method is based on the interaction matrix, where the strength of the interaction between nodes i and j depends only on topology. By defining a threshold separating weak and strong interactors, we define the effective range of interactions for each graph node. If the overlaps between pairs of these ranges are quantified, we gain a metric expressing how unique is the interaction pattern of a focal node (TO). The combination of centrality (TI) and uniqueness (TO) is called topological functionality (TF). We compare the nodal importance rank provided by this metric to others based on a variety of centrality measures. The main conclusion is that shrimps seem to have the most unique interaction pattern despite that their structural importance has been underestimated by all conventional centrality indices. Also, our network analysis suggests that fisheries disturb the ecosystem in a more critical network position than the impingement by the local power plant. (C) 2008 Elsevier B.V. All rights reserved.",10.1016/j.ecolmodel.2008.12.003,NA,0304-3800,1872-7026,ISI:000272332900009,2899-2907,NA,"Jordan, Ferenc/A-9940-2009","6th European Conference on Ecological Modelling, Challenges for Ecological Modelling in a Changing World, Trieste, ITALY, NOV 27-30, 2007",NA,NA,NA,NA,NA,NA
X.ISI.000265543000002,article,"Zhang, Juping and Jin, Zhen",DISCRETE TIME SI AND SIS EPIDEMIC MODELS WITH VERTICAL TRANSMISSION,JOURNAL OF BIOLOGICAL SYSTEMS,2009,17,2,JUN,n,"Discrete time SI and SIS epidemic models with vertical transmission are presented in this paper. With regard to the SI model with constant or variable population size, we introduce an epidemic threshold parameter, the basic reproductive number R-0, for predicting disease dynamics. R-0 > 1 implies that the disease tends to an endemic equilibrium, while R-0 < 1 implies disease extinction. On the other hand, for the SIS epidemic model with another form force of infection, the basic reproduction number R-0 determines the persistence or extinction of the disease. In the same time, we also explore the relationship between the demographic equation and the epidemic process. In particular, we show that the epidemic model can exhibit bistability (alternative stable equilibria) over a wide range of parameter values.",10.1142/S0218339009002788,NA,0218-3390,1793-6470,ISI:000265543000002,201-212,"jin, zhen/0000-0002-9763-707X","jin, zhen/B-6563-2015",NA,NA,NA,NA,NA,NA,NA
X.ISI.000265722000013,article,"Zhang, Wei and Swinton, Scott M.",Incorporating natural enemies in an economic threshold for dynamically optimal pest management,ECOLOGICAL MODELLING,2009,220,10-Sep,17-May,n,"The control of pests by their natural enemies represents an important regulating ecosystem service that helps maintain the stability of crop ecosystems. These services, however, are often ignored in pest management decision making. In addition, the use of broad-spectrum insecticides can damage the populations of natural enemies, reducing the cost-effectiveness of insecticide investment if unaccounted for in treatment decisions. The existing literature on modeling of biological control of insect pests has generally focused on simulations of the population dynamics of pest and natural enemy species and the processes underlying pest control. But agriculture is a managed ecosystem where predator-prey relationships are heavily influenced by human managers. In modeling managerial choices, this study develops an intra-seasonal dynamic bioeconomic optimization model for insecticide-based pest management that explicitly takes into account both the biological control effect of natural enemies on pest density and the nontarget mortality effect of insecticides on the level of natural pest control supplied. The model captures predator-prey interactions, linking them to crop growth and yield damage functions, which in turn are evaluated in a dynamic optimization framework. We introduce a new decision rule for judicious insecticide decisions using a natural enemy-adjusted economic threshold. This threshold represents the pest population density at which insecticide control becomes optimal in spite of the opportunity cost of injury to natural enemies of the target pest. Using field data from Michigan, the model is applied to the case of soybean aphid (Aphis glycines, Matsumura), a recent invasive pest of soybean (Glycine max), whose management is of both economic and environmental importance to the North Central region of the United States. As illustrated by the numerical examples, such natural enemy-adjusted threshold is likely to lead to fewer recommendations for insecticide use than naive models that ignore natural enemies, resulting in less insecticide use, while maintaining profitability for farmers that rely on chemical pest control methods. The bioeconomic model developed in this study can be used to conduct a wide variety of analyses such as identifying dynamically optimal spray strategies and estimating the implied economic value of natural control services. Furthermore, with the incorporation of inter-year carry-over factors, such as overwintering of pests and natural enemies, the current model can contribute to building multi-year models for studying long-term pest management. (C) 2009 Elsevier B.V. All rights reserved.",10.1016/j.ecolmodel.2009.01.027,NA,0304-3800,1872-7026,ISI:000265722000013,1315-1324,NA,NA,"Euopean Conference on Ecological Modelling, Trieste, ITALY, 2007",NA,NA,NA,NA,NA,NA
