label,type,series,title,volume,isbn,doi,booktitle,publisher,author,editor,year,pages,issn,number,journal,file,url,language,shorttitle,urldate,keywords,copyright,pmid,note,pmcid,address,institution,keep_yn,abstract
fenu_note_1999,article,NA,A note on nonparametric kernel smoothing for model-free fault symptom generation,35,NA,https://doi.org/10.1016/S0005-1098(99)00030-8,NA,NA,"Fenu, G. and Parisini, T.",NA,1999,1175 -- 1179,0005-1098,6,Automatica,NA,http://www.sciencedirect.com/science/article/pii/S0005109899000308,NA,NA,NA,"Fault detection, Nonparametric regression",NA,NA,NA,NA,NA,NA,n,"this note describes a novel approach to the generation of fault symptoms in nonlinear systems. the method is model-free, in that no analytical model of a plant is needed. the kernel smoother makes it possible to detect abrupt changes in the plant dynamics, possibly due to some malfunction. a simple sufficient condition for fault detectability is proved and experimental results on a real benchmark are reported."
garcia.rubio_evaluating_2015,article,NA,Evaluating shoreline identification using optical satellite images,359,NA,https://doi.org/10.1016/j.margeo.2014.11.002,NA,NA,"Garca-Rubio, Gabriela and Huntley, David and Russell, Paul",NA,2015,96 -- 105,0025-3227,NA,Marine Geology,NA,http://www.sciencedirect.com/science/article/pii/S0025322714003259,NA,NA,NA,"Remote sensing, Coastal dynamics, Coastal monitoring, Shoreline",NA,NA,NA,NA,NA,NA,n,"a technique to extract the shoreline location from optical satellite images has been developed and evaluated for the case study site of progreso, yucatn, mxico. a novel method to extract a satellite-derived shoreline (sds) was developed ensuring the maximum contrast between sea and land. the area under investigation is an 8km length of shoreline that faces north into the gulf of mxico. the sds was validated using quasi-simultaneous in situ shoreline measurements, both adjusted to equal water levels. in situ shoreline measurements recorded the instantaneous shoreward extent of the wave run-up when walking along the beach. the validation of sds revealed that the sds is located consistently seawards of the in situ shoreline, explained by: a) the water depth that optical satellite image requires to identify a pixel either as sea or land, and b) the shoreward extent of the wave run-up. the overall distance between sds and in situ shoreline is 5.6m on average with a standard deviation of 1.37m (in the horizontal) over 8km of shoreline. confidence bounds considering the shoreward extent of the wave run-up, inter-tidal beach slope variation and tidal uncertainty were computed to assess the accuracy of the sds. the sds has been shown to be capable of detecting shoreline changes of less than 10m and abrupt changes due to storms. the success of our method suggests that it should be applicable to other locations, after adapting the confidence bounds to the beach conditions."
svantesson_novel_2004,article,NA,A novel method for mixture viscosity control based on change detection,12,NA,https://doi.org/10.1016/S0967-0661(02)00282-4,NA,NA,"Svantesson, T. and Olsson, G.",NA,2004,11 -- 22,0967-0661,1,Control Engineering Practice,NA,http://www.sciencedirect.com/science/article/pii/S0967066102002824,NA,NA,NA,"Change detection, Mixture viscosity, Recursive least squares",NA,NA,NA,NA,NA,NA,n,"the paper presents a novel method for detecting abrupt changes in mixture viscosities. this problem arises in numerous industrial applications and different solutions are suggested in the literature. an approach of using non-linear filtering for detectionan adaptive filter combined with a change detectoris outlined in this paper. as a case study, we present an ash stabilization batch mixing process used to stabilize a blend of ash/dolomite/water. the main problem is here to predict the quantity of water to be added, since the required amount of water varies with the wood ash quality. one adaptive filter and two change detectors are applied to benchmark data and the detectors are evaluated using basic performance measures."
ross_modelling_2013,article,NA,Modelling financial volatility in the presence of abrupt changes,392,NA,https://doi.org/10.1016/j.physa.2012.08.015,NA,NA,"Ross, Gordon J.",NA,2013,350 -- 360,0378-4371,2,Physica A: Statistical Mechanics and its Applications,NA,http://www.sciencedirect.com/science/article/pii/S0378437112008084,NA,NA,NA,"Change detection, GARCH, Nonparametric statistics, Volatility modeling",NA,NA,NA,NA,NA,NA,n,"the volatility of financial instruments is rarely constant, and usually varies over time. this creates a phenomenon called volatility clustering, where large price movements on one day are followed by similarly large movements on successive days, creating temporal clusters. the garch model, which treats volatility as a drift process, is commonly used to capture this behaviour. however research suggests that volatility is often better described by a structural break model, where the volatility undergoes abrupt jumps in addition to drift. most efforts to integrate these jumps into the garch methodology have resulted in models which are either very computationally demanding, or which make problematic assumptions about the distribution of the instruments, often assuming that they are gaussian. we present a new approach which uses ideas from nonparametric statistics to identify structural break points without making such distributional assumptions, and then models drift separately within each identified regime. using our method, we investigate the volatility of several major stock indexes, and find that our approach can potentially give an improved fit compared to more commonly used techniques."
hsiao_embedded_2013,article,NA,Embedded single carbon fibre to sense the thermomechanical behavior of an epoxy during the cure process,46,NA,https://doi.org/10.1016/j.compositesa.2012.11.007,NA,NA,"Hsiao, Kuang-Ting",NA,2013,117 -- 121,1359-835X,NA,Composites Part A: Applied Science and Manufacturing,NA,http://www.sciencedirect.com/science/article/pii/S1359835X12003417,NA,NA,NA,"A. Smart materials, B. Thermomechanical, D. Process monitoring, E. Cure",NA,NA,NA,NA,NA,NA,n,"a new approach that uses a single carbon fibre for sensing the thermomechanical behavior of an epoxy during the cure cycle is presented. by recording and analyzing the electrical resistance and temperature history of a carbon fibre embedded inside an epoxy specimen during the cure cycle, the interaction between the carbon fibre and the surrounding polymer can be revealed. compared with reported tma and dma results, this embedded carbon fibre sensor approach successfully detects the glass transition zone covering the final transition temperature, the main transition temperature, and the starting transition temperature that respectively have similar values as: (i) tg corresponding to the abrupt change in cte, (ii) tg by storage modulus (e) onset, and (iii) the upper temperature limit for the linear relationship between e and the temperature. the future applications for this sensor method are also discussed."
qi_resilience_2016.3,article,NA,Resilience changes in watershed systems: {A} new perspective to quantify long-term hydrological shifts under perturbations,539,NA,https://doi.org/10.1016/j.jhydrol.2016.05.039,NA,NA,"Qi, Man and Feng, Meili and Sun, Tao and Yang, Wei",NA,2016,281 -- 289,0022-1694,NA,Journal of Hydrology,NA,http://www.sciencedirect.com/science/article/pii/S0022169416303067,NA,NA,NA,"Convex model, Critical slowing down, Resilience indicator, Watershed systems, Hydrological regime shift",NA,NA,NA,NA,NA,NA,m,"summary natural hydrological regimes are essential to the stability of river basins. while numerous efforts have been put forth to characterize flow regime alterations driven by climate change and human activities, few approaches have been proposed to explore changes in watershed resilience. the present study attempted to introduce a systematic approach that can be used to identify the resilience change of river basins based on annual river discharge through the application of a convex model and the principle of critical slowing down. specifically, a resilience indicator (pi) that reflects streamflow autocorrelation at a given time was proposed to represent the temporal variation of the system resilience, and annual water discharge at representative hydrological stations located in upstream, midstream, and downstream regions of a river basin was used to reflect alterations in long-term hydrological processes and the stability of river basins. the application of this method to the yellow river basin and yangtze river basin indicated that the system resilience was lower in downstream regions compared to upstream regions. the yellow river basin has suffered a decrease in resilience in its lower reaches since 1971, which extended to the middle reaches in 1987 and upper reaches in 1990. similarly, recent observation of the resilience change in the yangtze river basin indicated that resilience in its lower reaches has likely decreased since 2002, and this low resilience extended to the middle reaches in 2005. overall, our study presents a new method to predict potential decreases of resilience in complex large scale watershed systems where mechanistic insight is insufficient to build reliable basin-scale hydrological, climate, ecosystem integrated models."
aghaei_multi.face_2016,article,NA,Multi-face tracking by extended bag-of-tracklets in egocentric photo-streams,149,NA,https://doi.org/10.1016/j.cviu.2016.02.013,NA,NA,"Aghaei, Maedeh and Dimiccoli, Mariella and Radeva, Petia",NA,2016,146 -- 156,1077-3142,NA,Computer Vision and Image Understanding,NA,http://www.sciencedirect.com/science/article/pii/S1077314216000679,NA,NA,NA,"Egocentric vision, Face tracking, Low frame rate video analysis",NA,NA,NA,NA,NA,NA,n,"wearable cameras offer a hands-free way to record egocentric images of daily experiences, where social events are of special interest. the first step towards detection of social events is to track the appearance of multiple persons involved in them. in this paper, we propose a novel method to find correspondences of multiple faces in low temporal resolution egocentric videos acquired through a wearable camera. this kind of photo-stream imposes additional challenges to the multi-tracking problem with respect to conventional videos. due to the free motion of the camera and to its low temporal resolution, abrupt changes in the field of view, in illumination condition and in the target location are highly frequent. to overcome such difficulties, we propose a multi-face tracking method that generates a set of tracklets through finding correspondences along the whole sequence for each detected face and takes advantage of the tracklets redundancy to deal with unreliable ones. similar tracklets are grouped into the so called extended bag-of-tracklets (ebot), which is aimed to correspond to a specific person. finally, a prototype tracklet is extracted for each ebot, where the occurred occlusions are estimated by relying on a new measure of confidence. we validated our approach over an extensive dataset of egocentric photo-streams and compared it to state of the art methods, demonstrating its effectiveness and robustness."
kim_localized_2013,article,NA,Localized analysis of polar geomagnetic jerks,585,NA,https://doi.org/10.1016/j.tecto.2012.06.038,NA,NA,"Kim, Hyung Rae and Frese, Ralph R. B. von",NA,2013,26 -- 33,0040-1951,NA,Tectonophysics,NA,http://www.sciencedirect.com/science/article/pii/S0040195112003630,NA,NA,NA,"Geomagnetic jerk, Polar regions, Regional modeling, Slepian analysis, Time-lag",NA,NA,NA,NA,NA,NA,n,"a new method is introduced to find the relatively sudden temporal changes or jerks of the geomagnetic field over the polar regions. geomagnetic jerk events during the 20th century have mostly been identified from direct measurements at mid-latitude geomagnetic observatories. recently, however, global magnetic spherical harmonic models like cm4 and chaos have been found effective in identifying the antarctic events of 1969, 1978, 1985, 1991 and 2003 that were followed by jerks in the arctic region with time delays of one to three years. the present study extends these events into earlier decades from 1900 to 1985 using the global harmonic model gufm1 with localized spherical coefficients or slepian functions for the polar regions. power spectral minima for the localized coefficients correlate with and thus help identify the abrupt changes in geomagnetic secular acceleration models. the time delay between the antarctic and arctic geomagnetic jerks was also confirmed."
he_new_2012.1,article,NA,A new method for abrupt dynamic change detection of correlated time series,32,NA,10.1002/joc.2367,NA,NA,"He, Wenping and Feng, Guolin and Wu, Qiong and He, Tao and Wan, Shiquan and Chou, Jifan month = aug,",NA,2012,1604--1614,0899-8418,10,INTERNATIONAL JOURNAL OF CLIMATOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,"on the basis of detrended fluctuation analysis (dfa), a new method, moving cut data-dfa (mc-dfa), was presented to detect abrupt dynamic change in correlated time series. the numerical tests show the capability of the presented method to detect abrupt change time-instants in model time series generated by logistic map. moving dfa (mdfa) and approximate entropy (apen) can provide some information such as a single time-instant of abrupt dynamic change, but both of them cannot exactly detect all of the abrupt change regions. some traditional methods, such as moving t-test, cramer method, mannkendall test and yamamoto method, even cannot provide any information of abrupt dynamic change in these model time series. meanwhile, results showed that windows sizes and strong noise have some less effect on the mc-dfa results. in summary, mc-dfa provides a reliable measure to detect the abrupt dynamic change in correlated time series, and perfectively make up the deficiencies of mdfa and apen. the applications in daily surface air pressure records further verify the validity of the present method. copyright (c) 2011 royal meteorological society"
ojaveer_long.term_2012,article,NA,Long-term prediction on {Baltic} fish stocks based on periodicity of solar activity,22,NA,10.1007/s11160-012-9264-8,NA,NA,"Ojaveer, Evald and Kalejs, Margers month = sep,",NA,2012,683--693,0960-3166,3,REVIEWS IN FISH BIOLOGY AND FISHERIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,"the methods presently in wide use for the assessment of marine ecosystems and fish stocks cannot provide the high-quality long-term prognoses urgently needed for improved management of marine ecosystems and their fishery resources. a novel method of forecasting the long-term qualitative composition of ecosystem and fish stocks in the baltic sea based on the periodicity and succession of the processes: extraterrestrial factors {\textgreater} climate changes {\textgreater} regime forming factors (chiefly salinity and temperature) {\textgreater} ecosystems {\textgreater} fish stocks was used in 1989 to predict the approximate year class abundances of cod (gadus morhua callarias), sprat (sprattus sprattus balticus), sea herring and gulf herring (clupea harengus membras) in the baltic sea for the years 1989-2008. a comparison with actual development up to 2008 show that this prognosis was confirmed to a considerable extent. the method based on periodical fluctuations of freshwater input and the thermal regime is described. it predicts a new regime shift in the 2020s to a higher salinity and more acceptable conditions for the organisms of marine origin."
he_detecting_2013,article,NA,Detecting abrupt change on the basis of skewness: numerical tests and applications,33,NA,10.1002/joc.3624,NA,NA,"He, Wenping and Wan, Shiquan and Jiang, Yundi and Jin, Hongmei and Zhang, Wen and Wu, Qiong and He, Tao month = oct,",NA,2013,2713--2727,0899-8418,12,INTERNATIONAL JOURNAL OF CLIMATOLOGY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,"an abrupt change occasionally occurs when the dynamical system suddenly shifts from one stable state to a new state, which can take place in many complex systems, such as climate, ecosystem, social system, and so on. in order to detect abrupt change, this article presents a novel method - sliding transformation parameter (stp) on the basis of skewness change and the box-cox transformation. tests on model time series and 1000 simulated daily precipitation data show the ability of the present method to identify and detect abrupt change of probability density function. the applications of stp in daily precipitation data show that there is an abrupt climate change between 1979 and 1980 in the selected observational stations, which is almost the same with the result obtained by approximate entropy (apen). furthermore, it is found that the sample sizes of sliding windows have some influence on the lambda parameter of the box-cox transformation, but it does not significantly affect the varying trend of the parameter and the identification of the change point in annual or interannual time scale. comparing stp with the coefficient of skewness and kurtosis, apen, and some statistics approaches (e.g. percentiles and annual maxima), we find that the performance of the present method is much better than that of these methods."
kim_modeling_2013.1,article,NA,Modeling financial crisis period: {A} volatility perspective of {Credit} {Default} {Swap} market,392,NA,10.1016/j.physa.2013.06.016,NA,NA,"Kim, Kyungwon month = oct,",NA,2013,4977--4988,0378-4371,20,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,"the volatility of financial markets is often assumed constant, but phenomena such as volatility clustering and jumps in volatility suggest that this assumption is rarely true. numerous studies have been conducted to investigate the jump or breakpoint of the volatility phenomenon, and their findings have been applied in modeling volatility. however, few studies address the issue from a practical point of view. specifically, a financial crisis accompanied by markedly increased volatility can be approached from this perspective to suggest the persistence or termination of a crisis. this paper develops the icss-crisis. algorithm, a new approach to identify a crisis period along with the conditions for the icss algorithm which represents the structural breakpoints of volatility. this algorithm recommends a guideline to determine whether an existing crisis in the market resulted from financial volatility, was terminated, or is continuing. the method is tested along with the icss algorithm to prove the effectiveness of credit default swap index data. (c) 2013 elsevier b.v. all rights reserved."
yletyinen_regime_2016,article,NA,Regime shifts in marine communities: a complex systems perspective on food web dynamics,283,NA,10.1098/rspb.2015.2569,NA,NA,"Yletyinen, Johanna and Bodin, Orjan and Weigel, Benjamin and Nordstrom, Marie C. and Bonsdorff, Erik and Blenckner, Thorsten month = feb,",NA,2016,NA,0962-8452,1825,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,PubMed Central Full Text PDF:/Users/jessicaburnett/Zotero/storage/GX5UI88X/Yletyinen et al. - 2016 - Regime shifts in marine communities a complex sys.pdf:application/pdf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,"species composition and habitats are changing at unprecedented rates in the world's oceans, potentially causing entire food webs to shift to structurally and functionally different regimes. despite the severity of these regime shifts, elucidating the precise nature of their underlying processes has remained difficult. we address this challenge with a new analytic approach to detect and assess the relative strength of different driving processes in food webs. our study draws on complexity theory, and integrates the network-centric exponential random graph modelling (ergm) framework developed within the social sciences with community ecology. in contrast to previous research, this approach makes dear assumptions of direction of causality and accommodates a dynamic perspective on the emergence of food webs. we apply our approach to analysing food webs of the baltic sea before and after a previously reported regime shift. our results show that the dominant food web processes have remained largely the same, although we detect changes in their magnitudes. the results indicate that the reported regime shift may not be a system-wide shift, but instead involve a limited number of species. our study emphasizes the importance of community-wide analysis on marine regime shifts and introduces a novel approach to examine food webs."
moulines_detection_1990,article,NA,Detection of the glottal closure by jumps in the statistical properties of the speech signal,9,NA,https://doi.org/10.1016/0167-6393(90)90017-4,NA,NA,"Moulines, E. and Francesco, R. Di",NA,1990,401 -- 418,0167-6393,5,Speech Communication,NA,http://www.sciencedirect.com/science/article/pii/0167639390900174,NA,NA,NA,"divergence convexity test, Glottal closure, hypothesis testing, likelihood ratio, speech signal, statistical events detection, statistical properties",NA,NA,NA,NA,NA,NA,n,"two new methods are presented here for the detection of the glottal closure instant from the speech waveform. both detect abrupt changes in the short-term spectral characteristics of the speech signal within a pitch period caused by glottal events. the same statistical approach to the sequential detection of events by hypothesis testing is used for this purpose. the first method is based on the maximization of the likelihood ratio, while the second uses a divergence convexity test. experiments on real speech data demonstrate the robust of these methods. zusammenfassung vorgestellt werden zwei neue verfahren fr die detektion des zeitpunkts des glottalverschlusses von sprachsignalen. beide verfahren analysieren das sprachsignal und detektieren die abrupten nderungen der spektralen eigenschaften innerhalb einer grundperiode, die durch die aktivitt der stimmlippen verursacht werden. gemeinsam ist beiden verfahren die statistische methode zur sequentiellen detektion von ereignissen durch testen von hypothesen. die erste methode berechnet das maximum eines likelihood-verhltnisses, die zweite methode verwendet einen divergenz-konvexittstest. experimente an realen sprachsignalen zeigen die robustheit dieser verfahren. rsum nous prsentons dans cet article deux nouvelles mthodes de dtection de l'instant de fermeture de glotte  partir de la forme d'onde acoustique. ces deux mthodes dtectent les discontinuits dans les caractristiques spectrales  courtterme du signal de parole apparaissant  l'intrieur de chaque cycle d'excitation glottique. ces deux mthodes exploitent la mme approche de dtection squentielle d'vnements  l'aide de tests statistiques d'hypothses. la premire mthode est fonde sur la maximisation squentielle d'un rapport de vraisemblance. la seconde mthode dtecte des ruptures de convexit de la fonction de divergence. un certain nombre de rsultats exprimentaux sur des donnes de parole dmontrent la robustesse des mthodes proposes."
hammoude_edge_1999,article,NA,Edge detection in ultrasound images based on differential tissue attenuation rates,21,NA,10.1177/016173469902100103,NA,NA,"Hammoude, A month = jan,",NA,1999,31--42,0161-7346,1,ULTRASONIC IMAGING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,"identification of the cardiac borders is a basic goal in the analysis of echocardiographic images. this is a requirement for various analysis purposes, such as the derivation of quantitative parameters, for wall motion analysis and for the creation of three-dimensional reconstructions. border identification is usually accomplished by first identifying a set of generic edge points, then extracting the border of interest from the edge map. a variety of edge detection algorithms have been reported in the literature. however, the most commonly used methods are all based on the same underlying tissue discriminant, namely, the widely differing backscatter levels of the different types of tissue that form the cardiac borders, in particular, blood and myocardium. we have implemented a new method of edge detection based on an entirely different ultrasonic tissue characteristic - that of attenuation, the rate at which the tissue absorbs ultrasonic energy. this characteristic also differs widely between blood and myocardium, and therefore provides an alternative means of discriminating between these two types of tissue. the method searches for the abrupt change in attenuation rare that characteristically occurs at the blood/myocardium interface. at each point in the image, the average attenuation rates of the portions of tissue radially preceding and radially following the point are determined by least-squares regression. if one of these attenuation rates is sufficiently dose to that of blood, and the other is sufficiently close to that of myocardium, then the point is flagged as an edge point. this paper describes how this method is implemented in software, and presents the results of applying the method to a library of sample images."
lee_acoustic_2000,article,NA,Acoustic emissions generated in aged dental composites using a laser thermoacoustic technique,27,NA,10.1046/j.1365-2842.2000.00589.x,NA,NA,"Lee, SY and Lin, CT and Dong, DR and Huang, HM and Shih, YH month = sep,",NA,2000,774--785,0305-182X,9,JOURNAL OF ORAL REHABILITATION,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,"the heating up of dental composites by laser will produce acoustic emissions (aes) that may be related to fracture mechanisms in the composites. it has been proved that the mechanical properties of dental composites are affected by storage in food simulating liquids, i.e. 75\% ethanol, which has a solubility parameter approximating to that of bisphenol glycidyl dimethacrylate (bisgma) resin. a new method was innovated to evaluate the laser-induced aes in dental composites aged by 75\% ethanol solution. model systems (50/50 bisgma/tegdma resin filled with 0\% and 75 wt.\% 5-10 mu m silanized basio6) as well as three commercial composites (marathon one, z100 and herculite xrv) were used in this study. nine samples acting as the control group were tested to establish the correlation of aes to laser power. the effect of ageing by immersion in 75\% ethanol on aes and diametral tensile strength (dts) was then evaluated. a quasi-continuous wave co2 laser was used to heat up the composites. aes of frequency 100-200 khz were collected, filtered, recorded and processed using a 4610 smart acoustic monitor. burst patterns, which formally were assumed to be correlated to fracture mechanisms, were also identified from the data obtained at laser power greater than or equal to 5 w for commercial composites and greater than or equal to 4 w for model systems. higher laser powers cause the ae to increase for all composites except unfilled model resin. aes as a function of power for all aged systems were flat ({\textless} 100 events) below 4 w. emissions then rose sharply to {\textgreater} 1000 events at 7.1 w. statistically significant differences were found between the aes obtained at 5 w (commercial composites) and those at 4.3 w (model systems) for material systems and storage times. marathon one was less affected by the laser and an abrupt change in ae was found between days 0 and 7 of storage for all commercial composites. the ae value from the unfilled model resin was found to be significantly different from that of the model composites. however, they showed an increase in aes with length of storage time, which was inversely associated with the decreased tendency of their immersed dts values. laser-induced aes may be a valuable adjunct to conventional mechanical testing."
manly_two_2006,article,NA,Two new methods for regime change analyses,167,NA,10.1127/0003-9136/2006/0167-0593,NA,NA,"Manly, Bryan F. J. and Chotkowski, M. month = sep,",NA,2006,593--607,0003-9136,4-Jan,ARCHIV FUR HYDROBIOLOGIE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,"there is currently a good deal of concern about a recently recognized decline in the numbers of several pelagic fish species in the sacramento-san joaquin delta in california, usa. several research groups are investigating possible reasons for this decline. one part of this study addresses whether the decline is the result of some recent regime change in the ecosystem, and more generally whether one or more regime changes have occurred since regular sampling of fish, zooplankton and mysids shrimps began in 1967. there are many statistical methods of analysis that have been proposed to detect regime changes. these are reviewed, but it is noted that none of them is immediately suitable for analysing the basic data collected from the sacramento-san joaquin delta, which consists of counts from trawl hauls and other sampling gears used in the field. two new methods are therefore proposed for this type of data, which is commonly collected. one method searches for times when the mean level and trend in the abundance of an organism changed, assuming that in the absence of a regime change the abundances will exhibit a linear trend with time. the other method assumes that in the absence of a regime change the abundances will exhibit a polynomial trend in time, and searches for times when the mean level changed significantly. both methods rely on bootstrap resampling of the data for assessing the significance of apparent regime changes. simulation studies to verify the properties of the proposed analyses are described, and also some examples of the results of the analyses on the sacramento-san joaquin data."
pukkala_predicting_2003.1,article,NA,Predicting timber harvests from private forests - a utility maximisation approach,5,NA,10.1016/S1389-9341(02)00062-X,NA,NA,"Pukkala, T and Ketonen, T and Pykalainen, J month = sep,",NA,2003,285--296,1389-9341,3,FOREST POLICY AND ECONOMICS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,"forest owners' values and the ownership structure of forest are changing continuously. one probable consequence of the current trends in finland is that the significance of forest-related income will decrease, which may have a significant impact on the round wood supply. this study developed and demonstrated a new method, which allows policy makers to make forecasts on the future timber supply. the method is based on the assumed temporal changes in the distributions of the importance of different forest management goals. the distributions are converted into utility functions, generated separately for each forest holding. the utility functions are maximised, using heuristics, to obtain the optimal forest management plans for the holdings. the regional cutting budget is calculated by summing the removals of the optimal treatment schedules of stands over the whole area. the method was demonstrated by assuming four different scenarios for the forest management goals, in which the importance of net income from realised cuttings decreased by 0\%, 25\%, 50\% or 100\% in 60 years. the decrease was compensated for by an increased importance of the other goals, namely economic security, recreation, and nature values. the calculations were made with three different methods. methods 1 and 2 derived the optimal plans directly for the whole 60-year period while method 3 developed three consecutive 20-year plans. method 2 assumed that the holding is sold or inherited once in 20 years with an abrupt change in the management goals. in methods 1 and 3 the goals changed only gradually. the results were logical, indicating that the more the importance of net income decreases the lower the future timber supply will be. (c) 2002 elsevier science b.v. all rights reserved."
potin_abrupt_2006,article,NA,An abrupt change detection algorithm for buried landmines localization,44,NA,10.1109/TGRS.2005.861413,NA,NA,"Potin, D and Vanheeghe, P and Duflos, E and Davy, M month = feb,",NA,2006,260--272,0196-2892,2,IEEE TRANSACTIONS ON GEOSCIENCE AND REMOTE SENSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,"ground-penetrating radars (gprs) are very promising sensors for landmine detection as they are capable of detecting landmines with low metal contents. gprs deliver so-called bscan data which are, roughly, vertical slice images of the ground. however, due to the high dielectric permittivity contrast at the air-ground interface, a strong response is recorded at early time by gprs. this response is the main component of the so-called clutter noise and it blurs the responses of landmines buried at shallow depths. the landmine detection task is therefore quite difficult. this paper proposes a new method for automated detection and localization of buried objects from bscan records. a support vector machine algorithm for online abrupt change detection is implemented and proves to be efficient in detecting buried landmines from bscan data. the proposed procedure performance is evaluated using simulated and real data."
gabriel_detecting_2007,article,NA,"Detecting zones of abrupt change in soil data, with an application to an agricultural field",58,NA,10.1111/j.1365-2389.2007.00920.x,NA,NA,"Gabriel, E. and Allard, D. and Mary, B. and Guerif, M. month = dec,",NA,2007,1273--1284,1351-0754,6,EUROPEAN JOURNAL OF SOIL SCIENCE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,"we propose a new method for estimating and testing the zones where a variable has discontinuities or sharp changes in the mean. such zones are called zones of abrupt change (zacs). our method is based on the statistical properties of the estimated gradient of the variable. the local gradient is first interpolated by kriging. then we test whether the estimated local gradient exceeds some critical threshold computed under the null hypothesis of a constant mean. the locations where the local test is rejected define the potential zacs, which are then tested globally. using this method, we analysed soil data from an agricultural field. the analysis of the main soil components of the ploughed layer (clay, silt and sand particles and calcium carbonate content) reveals the structural variations in the field, linked to boundaries between soil types. its application to non-permanent variables (soil water and mineral nitrogen content of the soil profile to 120 cm taken at several dates) shows that water content has the same zacs for all dates, whereas mineral nitrogen has none."
mariani_apparent_2008.1,article,NA,Apparent thermal diffusivity estimation of the banana during drying using inverse method,85,NA,10.1016/j.jfoodeng.2007.08.018,NA,NA,"Mariani, Viviana Cocco and de Lima, Antonio Gilson Barbosa and Coelho, Leandro Dos Santos month = apr,",NA,2008,569--579,0260-8774,4,JOURNAL OF FOOD ENGINEERING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,"a new approach for the estimation of apparent thermal diffusivity of foods at different drying temperatures was explored, analysed and discussed in this work. temperature versus time was obtained numerically at the center of the food (banana, nanicao variety) using the id fourier equation with drying temperatures in the range between approximately 17-65 degrees c and moisture content in the range between 0.01 and 3.43 (dry basis). the solution of the partial differential equation is made with a finite difference method coupled to an optimization technique of differential evolution used in inverse method. the mathematical model proposed considered the effects of shrinkage and convective heat transfer at surface of fruit. parameters of two functions, the first dependent of the moisture content and the second dependent also of the temperature were obtained by inverse method modelling the apparent thermal diffusivity. such parameters that provide the best least square fit between the experimental and predicted time-temperatures curves are presented in this work. this study demonstrated that a small change in the temperature and moisture content of banana cause an abrupt change in the apparent thermal diffusivity, which decrease with the decreasing of the moisture. statistical analysis shows the excellent agreement between reported and estimated curves. (c) 2007 elsevier ltd. all rights reserved."
gombay_monitoring_2009.1,article,NA,Monitoring parameter change in {AR}(p) time series models,100,NA,10.1016/j.jmva.2008.08.005,NA,NA,"Gombay, Edit and Serban, Daniel month = apr,",NA,2009,715--725,0047-259X,4,JOURNAL OF MULTIVARIATE ANALYSIS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,"sequential tests that are generalizations of page's cusum tests are proposed for detecting an abrupt change in any parameter, or in any collection of parameters of an autoregressive time series model. these tests accommodate nuisance parameters. they are based on large sample approximations to the efficient score vector under the null hypothesis of no change and under the alternative. the empirical power of the tests is evaluated in a simulation study. the new method performs better than the existing ones found in the literature if the criterion is the type i error probability, which can be unacceptably high for methods that minimize the expected value of the reaction time. (c) 2008 elsevier inc. all rights reserved."
