internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
11036,Kobus kob,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Kobus,kob,,,,,"(Erxleben, 1777)","Several subspecies have been named but three are usually recognized: White-eared Kob <em>K. k. leucotis</em>; Uganda Kob <em>K. k. thomasi</em>; and Buffon’s Kob <em>K. k. kob</em> (Kingdon 1997, East 1999, Fischer 2013). Lorenzen <em>et al.</em> (2007) question the taxonomic status of <em>K. k. kob</em> and <em>K. k. thomasi</em> as two separate subspecies due to the similarity of their mtDNA sequences (although they are phenotypically distinct). Birungi (1999) proposed that the Puku (<em>Kobus vardonii</em>) might be a subspecies of the Kob rather than a distinct species."
11037,Kobus vardonii,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Kobus,vardonii,,,,,"(Livingstone, 1857)",Molecular data (Birungi and Arctander 2000) provide evidence that the Puku may be a subspecies of the more widely distributed kob <em>Kobus kob</em>.
15571,Oryx beisa,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Oryx,beisa,,,,,"(Rüppell, 1835)","Previously this species was considered a subspecies of the Gemsbok <em>Oryx gazella</em>, but is here treated as distinct following Kingdon (1997), Grubb (2005) and Wacher and Kingdon (2013). Two subspecies are recognized: Beisa Oryx (<em>O. b. beisa</em>) and Fringe-eared Oryx (<em>O. b. callotis</em>), north and south of the Tana River, respectively. The two subspecies are morphologically recognizable and analysis of mtDNA control region and cytochrome b sequences revealed significant genetic differentiation and historic isolation (Masembe <em>et al.</em> 2006). However, three distinct lineages are present within the species, one corresponding to <em>O. b. callotis</em> and the other two within <em>O. b. beisa</em>, the latter demonstrating ancient introgressive hybridization (Masembe <em>et al.</em> 2006, Wacher and Kingdon 2013)."
15573,Oryx gazella,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Oryx,gazella,,,,,"(Linnaeus, 1758)","Previously regarded as a single species, Gemsbok (<em>O</em>. <em>gazella</em>) and Beisa Oryx (<em>O</em>. <em>beisa</em>), from East Africa, are now considered distinct species based on taxonomic results revealing high (40%) genetic divergence between haplotypes (Osmers et al. 2012), morphology and geographic distribution (Grubb 2005). Osmers et al. (2012) do, however, recommend further molecular investigations into the genetics of the species to confirm their results. Currently, no subspecies have been identified within the assessment region."
15730,Ourebia ourebi,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Ourebia,ourebi,,,,,"(Zimmermann, 1783)","The common name may be derived from the Khoikhoi name orabi (Skinner &amp; Chimimba 2005).<br/><br/>Apparent regional differences in body size and colouration have led to 13 Oribi subspecies being suggested (Ansell 1972). However, to date no genetic work has been done to confirm whether these different populations are in fact different subspecies (Brashares &amp; Arcese 2013). Nevertheless, the latest look at these different populations suggests 12 possible subspecies (Brashares &amp; Arcese 2013). These include: <em>O</em>. <em>o</em>. <em>ourebi</em>, <em>O</em>. <em>o</em>. <em>hastata</em>, <em>O</em>. <em>o</em>. <em>rutila</em>, <em>O</em>. <em>o</em>. <em>cottoni</em>, <em>O</em>. <em>o</em>. <em>masakensis</em>, <em>O</em>. <em>o</em>. <em>aequatoria</em>, <em>O</em>. <em>o</em>. <em>kenyae</em>, <em>O</em>. <em>o</em>. <em>haggardi</em>, <em>O</em>. <em>o</em>. <em>gallarum</em>, <em>O</em>. <em>o</em>. <em>montana</em>, <em>O</em>. <em>o</em>. <em>gosling</em> and <em>O</em>. <em>o</em>. <em>quadriscopa</em>. Of these, <em>O</em>. <em>o</em>. <em>haggardi</em>, which is found in Kenya and Somalia, is the only population geographically isolated from the rest of the subspecies (Brashares &amp; Arcese 2013). Sadly, <em>O</em>.<em> o</em>. <em>keniae</em> from Mount Kenya is now extinct (Hillman et al. 1988).<br/><br/>Generally, three subspecies are recognised in southern Africa (Skinner &amp; Chimimba 2005; Brashares &amp; Arcese 2013) with <em>O</em>. <em>o</em>. <em>ourebi</em> (Zimmermann, 1783) occurring in South African, and southern and central Mozambique. A recent genetic study (van Vuuren et al. in prep.) has found that there is a high genetic variability within the South Africa Oribi population, and thus the population is healthy. Moreover, the genetic evidence indicates that all Oribi in South Africa belong to a single (panmictic) population. Thus, suggestions of geographic genetic differences north and south of the Tugela River are unfounded."
15967,Pantholops hodgsonii,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Pantholops,hodgsonii,,,,,"(Abel, 1826)",The Chiru or Tibetan Antelope is the only representative of a rather aberrant Caprinae genus (<em>Pantholops</em>) (Gatesy <em>et al.</em> 1997). It has previously been classified as a monotypic tribe Pantholopini and together with Saiga (<em>Saiga tatarica</em>) in a separate tribe Saigini.
16484,Pelea capreolus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Pelea,capreolus,,,,,"(Forster, 1790)",Recent molecular work indicates that this species is a sister taxon to a clade that includes both waterbuck (<em>Kobus</em>) and reedbuck (<em>Redunca</em>) species (Robinson et al. 2014). No subspecies are recognised (Skinner &amp; Chimimba 2005)
18230,Procapra przewalskii,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Procapra,przewalskii,,,,,"(Büchner, 1891)",<em>Procapra przewalskii</em> has been considered a subspecies of <em>Procapra picticaudata</em> but species status is unanimously agreed. Genetic analysis shows the taxon is closer to the Mongolian Gazelle <em>P. gutturosa</em> than to <em>P. picticaudata</em>.
19306,Raphicerus melanotis,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Raphicerus,melanotis,,,,,"(Thunberg, 1811)",No subspecies are recognised (Skinner and Chimimba 2005).
19308,Raphicerus campestris,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Raphicerus,campestris,,,,,"(Thunberg, 1811)","Although various subspecies have been suggested, for example Ansell (1972) recorded eight and Meester et al. (1986) listed five subspecies south of the Sahara Desert, the validity of these subspecies remains questionable. Two commonly accepted subspecies include <em>Raphicerus campestris campestris</em> from southern Africa and <em>R</em>. <em>c</em>. <em>neumanni</em> from East Africa (Kingdon 1997; du Toit 2013). Taxonomic revision of this species is necessary (Skinner &amp; Chimimba 2005)."
19390,Redunca arundinum,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Redunca,arundinum,,,,,"(Boddaert, 1785)","A polytypic species; several subspecies have been named, but only two are widely recognised (Kingdon &amp; Hoffmann 2013): a northern (<em>R</em>. <em>a</em>. <em>occidentalis</em>) and a southern (<em>R</em>.<em> a</em>. <em>arundinum</em>) (Skinner &amp; Chimimba 2005), the latter of which is found in the assessment region. Only the species is assessed here."
19391,Redunca fulvorufula,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Redunca,fulvorufula,,,,,"(Afzelius, 1815)","There are three recognised subspecies (Ansell 1972; IUCN SSC Antelope Specialist Group 2008; Avenant 2013): Western Mountain Reedbuck (<em>R</em>. <em>f</em>. <em>adamauae</em>), Chanler’s Mountain Reedbuck (<em>R</em>. <em>f</em>. <em>chanleri</em>), and Southern Mountain Reedbuck (<em>R</em>. <em>f</em>. <em>fulvorufula</em>), which is the only subspecies to occur in the assessment region (Skinner &amp; Chimimba 2005)."
19392,Redunca redunca,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Redunca,redunca,,,,,"(Pallas, 1767)","As many as seven subspecies have been recognized, which Kingdon and Hoffmann (2013) reduced to five, noting that a review was necessary."
19832,Saiga tatarica,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Saiga,tatarica,,,,,"(Linnaeus, 1766)","<em>Saiga tatarica</em> is the only species in the genus <em>Saiga</em>. Two subspecies are recognised: <em>Saiga tatarica tatarica</em> (to which the majority of the global population belongs), and <em>Saiga tatarica mongolica</em>, endemic to western Mongolia. <br/><br/>Mongolian Saiga was first described as a separate species, <em>Saiga mongolica</em> by Bannikov (1946) based on differences in skull measurements, shape and size of horns, and colour of pelage. However, the author later revised his opinion and considered it to be only a subspecies (Bannikov 1954).<br/><br/>Grubb (2005) recognized the Pleistocene mammoth-steppe Saiga as a distinct species <em>S. borealis</em>, following Baryshnikov and Tikhonov (1994) and included the living subspecies <em>mongolica</em>. However, a later analysis of mtDNA from 93 tissue samples from all five extant Saiga populations confirmed that<em> S. tatarica mongolica</em> is genetically distinct, whereas the four populations of the nominate subspecies are polyphyletic, consistent with recent fragmentation and population declines; there were slight but clear differences between <em>S. t. mongolica</em> and <em>S. t. tatarica</em>, confirming the current designation of <em>S. t. mongolica</em> as a subspecies rather than a species Kholodova <em>et al.</em> (2006). <br/><br/>A second genetic study (Campos<em> et al.</em> 2010) analysed modern and fossil Saiga using mtDNA from 27 ancient and 38 modern specimens from all parts of Saiga range, including two specimens of putative <em>S. borealis</em>. The results showed two distinct lineages, the first including all modern and fossil Saiga from north-east Yakutia and the Urals; the second occurring only in the northern Urals and is now extinct. Campos <em>et al.</em> (2010) conclude that: “...the data suggest that <em>S. borealis </em>does not constitute a distinct subspecies or species”. Furthermore, the authors of this 2010 study include both Baryshnikov and Tikhonov, co-authors of the 1994 paper, and who are therefore regarded as supporting this revised view (Mallon 2016a).<br/><br/>The two genetic studies carried out to date show slight genetic differences between the two forms and agree that mongolica should be considered a subspecies. However, these conclusions are based on mtDNA only and depend on a relatively small number of Mongolian samples. For a definitive view of the phylogenetic relationship between tatarica and mongolica, further analysis based on a larger sample size and including nuclear DNA is needed."
21203,Sylvicapra grimmia,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Sylvicapra,grimmia,,,,,"(Linnaeus, 1758)","As many as fourteen subspecies of<em> Sylvicapra grimmia</em> have been recognised in Africa (Grubb &amp; Groves 2001; Wilson 2013), however it is difficult to identify the precise geographic limits of each subspecies as the Common Duiker has a continuous distribution across sub-Saharan Africa (Wilson 2013). Some of these subspecies can be distinguished based on colouration and size characteristics (Wilson 2013). Within the assessment region, <em>S</em>. <em>g</em>. <em>grimmia</em> occurs in the extreme south of the species’ range (Western, Eastern and Northern Cape provinces; Skinner &amp; Chimimba 2005), and is substantially greyer in colour compared to the other subspecies, hence the alternate name, Grey Duiker in the Cape (Wilson 2013). <em>Sylvicapra g</em>. <em>caffa</em> is found further north of <em>S</em>. <em>g</em>. <em>grimmia </em>within the KwaZulu-Natal, North West, Gauteng, Mpumalanga and Limpopo provinces (Skinner &amp; Chimimba 2005), extending into southern Mozambique and eastern Zimbabwe (Wilson 2013). The sandy-coloured <em>S</em>. <em>g</em>. <em>steinhardti</em> ranges throughout Namibia into Angola, Botswana and marginally into the Northern Cape Province to Port Nolloth (Wilson 2013). While distribution is continuous, there are many cases of intergradation but geographical boundaries between forms have not been delineated accurately (IUCN SSC Antelope Specialist Group 2016). Hence only the species is assessed here."
21251,Syncerus caffer,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Syncerus,caffer,,,,,"(Sparrman, 1779)","The African Buffalo<em> (Syncerus caffer</em>) exhibits substantial morphological variability (Skinner and Chimimba 2005), resulting in controversies regarding the recognition of the various subspecies (Smitz <em><em>et al.</em></em> 2013). Recent evidence supports the separation of two distinct groups, corresponding to a West and Central African group and an East and Southern African group (Smitz <em><em>et al.</em></em> 2013). The East and Southern African group is comprised of a single subspecies (<em>Syncerus caffer caffer</em>), which is found in the assessment region. The West and Central African group is assigned to two or three subspecies (<em>S</em>. <em>c</em>. <em>nanus</em>, <em>S</em>. <em>c</em>. <em>brachyceros </em>and <em>S</em>. <em>c</em>.<em> aequinoctialis</em>), although the latter two of these subspecies are not recognised by all authorities (Le Roex <em><em>et al.</em></em> 2012, Smitz <em><em>et al.</em></em> 2013).<br/><br/>The West African Savannah Buffalo, <em>S</em>. <em>c</em>. <em>brachyceros</em> (from Senegal to Cameroon) and the Central African Savannah Buffalo, <em>S</em>. <em>c</em>. <em>aequinoctialis </em>(from Central Africa to Sudan) are morphologically intermediate between <em>S</em>. <em>c</em>. <em>caffer</em> (Southern Savannah Buffalo) and <em>S</em>. <em>c</em>. <em>nanus</em> (Forest Buffalo) (Skinner and Chimimba 2005). Forest Buffalo are adapted to forest life, having a smaller size, unobtrusive swept back horns and a red to reddish-brown colouration, and are restricted to West Africa (Skinner and Chimimba 2005). Southern Savannah Buffalo are about twice the size of Forest Buffalo, with large downward curved horns and a brownish to black colouration (Smitz <em><em>et al.</em></em> 2013). The taxonomic uncertainty in these four subspecies is corroborated by the observation of interbreeding and intermediate phenotypes in contact zones between all four subspecies (Prins 1996), and at least one reported cross between <em>S</em>. <em>c</em>.<em> caffer</em> and <em>S</em>. <em>c</em>. <em>nanus</em> (Smitz <em><em>et al.</em> </em>2013). Based on recent genetic results, <em>S</em>. <em>c</em>. <em>brachyceros</em> and <em>S</em>. <em>c</em>. <em>aequinoctialis</em> would be included in <em>S</em>. <em>c</em>. <em>nanus </em>following standard nomenclature rules (Smitz <em><em>et al.</em></em> 2013). Evidence suggests that buffalo populations in Uganda and the Central African Republic display the highest genetic diversity of all African Buffalo populations and this could be the region where the most overlap exists between the two main groups (<em>S</em>. <em>c</em>. <em>nanus</em> and <em>S</em>. <em>c</em>. <em>caffer</em>) (Smitz <em><em>et al.</em></em> 2013). Analysis of 766 mtDNA sequences from 43 localities indicates that <em>S</em>. <em>c</em>. <em>caffer</em> is found in Uganda, Kenya, Tanzania, Zimbabwe, Botswana, South Africa and Namibia (Smitz <em><em>et al.</em></em> 2013)."
30208,Damaliscus pygargus,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Damaliscus,pygargus,,,,,"(Pallas, 1767)","The valid name of this species is <em>Damaliscus pygargus</em>, not <em>Damaliscus dorcas</em> which appears more commonly in the literature (see Rookmaaker 1991; Grubb 1999, 2005; David and Lloyd 2013). Two well-differentiated subspecies are recognized: the Bontebok <em>D. p. pygargus</em> and the Blesbok <em>D. p. phillipsi</em>. The two have been considered as separate species by some (e.g., Allen 1939, and see Essop <em>et al</em>. 1991), but are here regarded as conspecific."
63541,Nanger soemmerringii,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,BOVIDAE,Nanger,soemmerringii,,,,,"(Cretzschmar, 1826)","This species was separated from <em>Gazella</em> and placed in the genus <em>Nanger</em> along with <em>N. granti</em> and <em>N. dama</em> by Grubb (2005) and this arrangement is widely followed. Three subspecies have been named, based on variations in coat colour and horns. The boundaries between the three forms have not been clearly delineated and their validity has not been confirmed by genetic analysis. Only the species is assessed here."
50302586,Cynorkis gigas,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ORCHIDACEAE,Cynorkis,gigas,,,,,Schltr.,
50393739,Prunus concinna,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Prunus,concinna,,,,,Koehne,"<em>Prunus concinna</em> Koehne is a genetic relative of Sweet Cherry <em>P. avium</em> (L.) L. having been used as graftstock for this crop (USDA, ARS, National Genetic Resources Program 2013)."
111932681,Cryptomys hottentotus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,BATHYERGIDAE,Cryptomys,hottentotus,,,,,"(Lesson, 1826)","<em>Cryptomys hottentotus whytei</em>, currently included here as a subspecies, may be a distinct species (Faulkes&#160;<em>et al</em>. 2004)."
110662669,Otomys irroratus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Otomys,irroratus,,,,,"(Brants, 1827)","<p>Taylor <em>et al.</em> (2009) and Engelbrecht <em>et al. </em>(2011) used mitochondrial and ecological data to delineate between two cryptic species: <em>Otomys irroratus</em> (Western and Eastern Cape Provinces) and <em>Otomys auratus</em> (Free State, KwaZulu-Natal Northern Cape, and Mpumalanga Provinces), with a contact zone between the two species in the Eastern Cape around Alice. These species correspond to bioregions (<em>O. irroratus</em> pertaining to fynbos and thicket regions; <em>O. auratus</em> pertaining to high-lying grasslands) rather than karyotype; and thus no subspecies are recognised (Taylor 2013). Similarly, while <em>O. tropicalis</em> was formerly included in <em>O. irroratus sensu lato</em>, the two can be distinguished on morphological and molecular grounds (Taylor <em>et al.</em> 2011).</p>"
44990,Aethomys ineptus,ANIMALIA,CHORDATA,RODENTIA,MAMMALIA,MURIDAE,Aethomys,ineptus,,,,,"(Thomas & Wroughton, 1908)","<em>Aethomys ineptus</em> was split from<em> A</em>. <em><u>chrysophilus</u></em> based on chromosome number (<em>A</em>. <em>intepus </em>is 2n = 44 while <em>A</em>. <em>chrysophilus</em> is 2n = 50), sperm morphology and molecular data (Breed et al. 1988; Chimimba et al. 1998, 1999; Linzey et al. 2003; Russo et al. 2006). They cannot be separated by external or cranial features. However, the average separation between <em>A</em>. <em>chrysophilus</em> and <em>A</em>. <em>ineptus</em> based on mitochondrial DNA sequences is 2.70% (range = 1.69–3.78%), which is less genetic variation than within <em>A</em>. <em>chrysophilus</em> (Russo et al. 2006).<br/><br/>While the type locality for <em>A</em>. <em>ineptus </em>is Tete, along the Zambezi River in northern Mozambique, the species described as <em>A</em>. <em>ineptus</em> has yet to be positively reported north of the Limpopo River (see Linzey et al. 2003; Russo et al. 2006), and therefore is unlikely to occur further north in the Tete region of Mozambique. Hence, the name <em>ineptus </em>is probably a synonym of <em>A</em>. <em>chrysophilus </em>and the species will need a new name. Furthermore, although craniometrics analysis previously indicated <em>A</em>. <em>ineptus</em> extended north of the Limpopo River (see Chimimba et al. 1999; Chimimba 2001), more recent chromosomal and molecular work suggests that the species is restricted to south of the Limpopo River (Linzey et al. 2003; Russo et al. 2006), which means the species, based on available data, is near endemic or endemic to the assessment region (Monadjem et al. 2015)."
50635658,Prunus rivularis,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Prunus,rivularis,,,,,Scheele,"<em>Prunus rivularis</em> Scheele belongs to the secondary Gene Pool of Myrobalan Plum <em>P. cerasifera</em> Ehrh. and Japanese Plum <em>P. salicina</em> Lindl.; it has also been used as graftstock for Apricot <em>P. armeniaca&#160;</em>and Plum <em>P. domestica</em> L. (USDA, ARS, National Genetic Resources Program 2013).<br/><br/>This species is considered a synonym of <em>P. munsoniana</em>&#160;W.Wight &amp; Hedrick in the Flora of North America (Flora of North America Editorial Committee 2006), however, The Plant List (2013) treats these two taxa as separate species, this is also the case in NatureServe (2013). Here the taxonomy used follows that of The Plant List."
50643227,Cyrtanthus flavus,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,AMARYLLIDACEAE,Cyrtanthus,flavus,,,,,Barnes,
50643316,Gladiolus oppositiflorus,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,IRIDACEAE,Gladiolus,oppositiflorus,,,,,Herb.,
219,Acinonyx jubatus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Acinonyx,jubatus,,,,,"(Schreber, 1775)","<p>Taxonomy is currently under review by the IUCN SSC Cat Specialist Group.<br/><br/>Formerly included in a monophyletic group, the subfamily Acinonychinae (e.g., Wozencraft 1993), molecular evidence now clusters the Cheetah with the Puma&#160;<em>Puma concolor</em>&#160;and Jaguarundi&#160;<em>P. yagouaroundi</em>&#160;in the tribe Acinonychini, diverging some 6.9 million years ago (Johnson<em>&#160;<em><em>et al.</em></em>&#160;</em>2006, O'Brien and Johnson 2007). A close relationship between these three species is in agreement with earlier studies (Johnson and O’Brien 1997, Bininda-Emonds&#160;<em><em><em>et al.</em></em> </em>1999, Mattern and MacLennan 2000).&#160;</p><br/>Krausman and Morales (2005) list five Cheetah subspecies:&#160;<br/><br/><em>A. j. hecki</em>&#160;Hilzheimer, 1913: Northwest Africa&#160;<br/><em>A. j. fearsoni</em>&#160;(Smith, 1834): East Africa&#160;<br/><em>A. j. jubatus</em>&#160;(Schreber, 1775): Southern Africa&#160;<br/><em>A. j. soemmerringi</em>&#160;(Fitzinger, 1855): Northeast Africa&#160;<br/><em>A. j. venaticus</em>&#160;(Griffith, 1821): North Africa to central India&#160;<br/><br/>Only&#160;<em>A. j. jubatus</em>&#160;and&#160;<em>A. j. raineyii&#160;</em>have been compared using genetic analysis, and found to be extremely similar, but the subspecies distinction was still retained (O’Brien&#160;<em><em>et al.</em></em> 1987).&#160;<br/><br/>The subspecies&#160;<em>A. j. venaticus</em>, commonly called the Asiatic Cheetah, is considered by Nowell and Jackson (1996) to survive only in Iran. They place the eastern limit of its range in Arabia. However, the review by Krausman and Morales (2005) included Cheetahs from the northern Sahara in <em>venaticus</em>. The type locality of&#160;<em>A. j. venaticus</em>&#160;(=<em>Felis venatica</em>&#160;[Griffith, 1821]) is unknown (Krausman and Morales 2005). At a November 2006 meeting of the North African Region Cheetah Action Group (NARCAG), Belbachir (2007) recommended genetic studies to clarify whether the Cheetahs of Algeria (which probably has the largest Saharan Cheetah population) should be classified as&#160;<em>A. j. hecki</em>&#160;or&#160;<em>A. j. venaticus</em>. Presently&#160;<em>A. j. venaticus</em>&#160;is considered restricted to Asia.&#160;<br/><br/>The English name is derived from the Hindi Chita, meaning ""spotted one"". The generic name&#160;<em>Acinonyx</em>&#160;is a reference to its non-retractile claws (Caro 1994)."
8539,Felis bieti,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Felis,bieti,,,,,"Milne-Edwards, 1892","The taxonomy of the species remains unclear.&#160;<em>Felis bieti</em>&#160;was recently attributed species status by Kitchener and Rees (2009), based on morphology and potential sympatry with Asian Wildcat (<em>Felis silvestris ornata</em>). Genetic evidence has indicated&#160;<em>F. bieti</em>&#160;to be a subspecies of&#160;<em>Felis silvestris</em>&#160;(Driscoll <em>et al</em>. 2007), however, greater sampling and assessment of genetic materials from individuals living in the wild is urgently required to be able to draw firm conclusions. Taxonomy is currently under review by the IUCN SSC Cat Specialist Group."
8540,Felis chaus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Felis,chaus,,,,,"Schreber, 1777","Taxonomy is currently under review by the IUCN SSC Cat Specialist Group (2014). Once thought to be closely related to the lynxes, which share its characteristic traits of tufted ears, long limbs and a short tail (Sunquist and Sunquist 2002), the Jungle Cat is actually a close relative of the domestic cat.  With a wide range, a number of subspecies have been proposed (Wozencraft 2005 recognized nine), but Corbet and Hill (1992) argue that the pelage characters used by classical designators vary widely.  No modern analysis of subspeciation has been undertaken."
8542,Felis nigripes,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Felis,nigripes,,,,,"Burchell, 1824","Two subspecies have been described and these persist in theory (Meester <em>et al.</em> 1986). <em>Felis nigripes nigripes</em>, the nominate genotype form described by Burchell, was first described from near Kuruman in the Northern Cape. Its range includes present-day south eastern Namibia, Botswana, Northern Cape, North West, Gauteng, Limpopo and marginally into Mpumalanga. <em>Felis nigripes thomasi</em> (Shortridge 1931) is described from a specimen collected near Grahamstown in the Eastern Cape. Its range includes the present-day Eastern Cape, westwards to the southern regions of the Northern Cape and the Free State.<br/><br/>However, Smithers (1971) doubted the validity of two subspecies, and his thought is shared by Sliwa (2013) who suggests that the species may be polymorphic in the centre of its range but does exhibit on some geocline variations towards the extremes of its range. The northern race typically tends to be paler with less distinct striping whereas the southern race has a more tawny appearance with bolder patterning. However, since there are no obvious geographical or ecological barriers between the ranges which are the leading causes of genetic drift and speciation (Hoskin <em>et al.</em> 2005), it is likely that the subspecies status is invalid (Wilson 2016)."
60354712,Felis silvestris,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Felis,silvestris,,,,,"Schreber, 1777","There is currently no clear agreement on how to relate geographically linked variation in morphology and genetics to the taxonomy and systematics of the widely distributed Wildcat (<em>Felis silvestris</em>) (Kitchener and Rees 2009). The latest phylogeographical analyses (Driscoll <em>et al. </em>2007, 2009; Macdonald <em>et al.</em> 2010) suggest that the Wildcat consists of five subspecific groups and three traditional subspecies (Nowell and Jackson 1996, Stuart <em>et al</em>. 2013): including the recent recognition of the Southern African Wildcat (<em>F. s. cafra</em> Desmarest, 1822).<br/><br/>Based on genetic, morphological and archaeological evidence, the familiar housecat was believed to have been domesticated from the Near Eastern Wildcat (<em>F. s. lybica</em>), probably 9,000–10,000 years ago in the Fertile Crescent region (Vigne <em>et al. </em>2004, Driscoll <em>et al.</em> 2007), coinciding with the first agricultural settlements (Driscoll <em>et al.</em> 2007, Macdonald <em>et al. </em>2010). Although the domestic cat derived relatively recently from the Wildcat, in terms of biological processes and phylogeny, it can be taxonomically classified either as a subspecies (<em>F. s. catus</em>) of<em> F. silvestris </em>or as a separate species (<em>F. catus</em>) (Macdonald <em>et al.</em> 2010). Recent evidence supports the classification of domestic cats as genetically distinct from Wildcats (Driscoll <em>et al. </em>2007).<br/><br/>For the purposes of this assessment, although we recognise the potential validity of the Southern African Wildcat (<em>F. s. cafra</em>), we defer to the species level until further research can accurately delineate subspecific geographical boundaries."
9948,Herpailurus yagouaroundi,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Herpailurus,yagouaroundi,,,,,"(É. Geoffroy Saint-Hilaire, 1803)","Taxonomy is currently under review by the IUCN SSC Cat Specialist Group. &#160;Johnson <em>et al.</em> (2006) and Eizirik <em>et al.</em> (2008) placed <em>yagouaroundi</em> in the genus <em>Puma</em>. However, Agnarsson <em>et al</em>. (2010) noted that&#160;the Jaguarundi is not a sister species to the Puma. More recently Segura <em>et al</em>. (2013)&#160;looked at cranial development within the Puma clade and found that while this is similar in Cheetah and Puma, that of the Jaguarundi is quite different. Given these phylogenetic uncertainties, and these and other morphological and behavioural differences, the IUCN SSC Cat Specialist Group retains this species in <em>Herpailurus</em>."
11638,Leptailurus serval,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Leptailurus,serval,,,,,"(Schreber, 1776)","A recent molecular phylogenetic study revealed that the Serval is closely related to both the African Golden Cat (<em>Caracal aurata</em>) and the Caracal (<em>Caracal caracal</em>) (Johnson et al. 2006), diverging from a common ancestor approximately 5.4 million years ago, though distinct enough to be monospecific (O’Brien &amp; Johnson 2007). The Serval taxonomy is currently under review by the IUCN SSC Cat Specialist Group (Thiel 2015). Only one subspecies is recognised from within the assessment region, <em>L</em>. <em>s</em>.<em> serval</em> (Meester et al. 1986)."
12521,Lynx rufus,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Lynx,rufus,,,,,"(Schreber, 1777)",Taxonomy is currently under review by the IUCN SSC Cat Specialist Group (2014). Placed in <em>Lynx</em> according to genetic analysis (Johnson <em>et al.</em> 2006).
15310,Leopardus geoffroyi,ANIMALIA,CHORDATA,CARNIVORA,MAMMALIA,FELIDAE,Leopardus,geoffroyi,,,,,"(d'Orbigny &amp; Gervais, 1844)","Taxonomy is currently under review by the IUCN SSC Cat Specialist Group. &#160;Included in the genus <em>Leopardus</em> by Johnson <em>et al.</em> (2006).  No genetic evidence of geographic subspecific partitioning was found in an analysis by Johnson <em>et al.</em> (1999).  A zone of hybridization was found in southern Brazil where the northern extent of <em>L. geoffroyi</em>'s range meets the southernmost extent of the range of the Oncilla, <em>L. tigrinus</em> (Eizirik <em>et al.</em> 2007)."
